No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM32520956,1,Etching,216.0,1485.0,3668.0,5744.0,72.107,52.678,0.935,26,37,2025-04-01
NOLSM32520957,2,Etching,236.0,1492.0,3672.0,5728.0,72.763,52.588,1.074,26,38,2025-04-01
NOLSM32520958,3,Etching,322.0,1445.0,3673.0,5752.0,72.604,52.389,1.143,26,39,2025-04-01
NOLSM32520959,1,Etching,437.0,1545.0,3672.0,5721.0,71.38,52.601,1.013,26,40,2025-04-01
NOLSM32520960,2,Etching,356.0,1520.0,3675.0,5710.0,72.591,52.594,1.239,26,41,2025-04-01
NOLSM32520961,3,Etching,321.0,1562.0,3678.0,5720.0,72.846,52.42,1.127,26,42,2025-04-01
NOLSM32520962,1,Etching,365.0,1501.0,3682.0,5714.0,72.875,52.456,0.956,26,43,2025-04-01
NOLSM32520963,2,Etching,339.0,1449.0,3668.0,5725.0,71.88,52.339,1.046,26,44,2025-04-01
NOLSM32520964,3,Etching,315.0,1518.0,3658.0,5714.0,71.181,52.468,1.089,26,45,2025-04-01
NOLSM32520965,1,Etching,308.0,1437.0,3645.0,5735.0,72.577,52.323,0.94,26,46,2025-04-01
NOLSM32520966,2,Etching,282.0,1543.0,3656.0,5716.0,72.583,52.663,1.09,26,47,2025-04-01
NOLSM32520967,3,Etching,288.0,1459.0,3646.0,5742.0,72.29,52.369,1.135,26,48,2025-04-01
NOLSM32520968,1,Etching,170.0,1457.0,3648.0,5705.0,71.465,52.413,0.982,26,49,2025-04-01
NOLSM32520969,2,Etching,163.0,1436.0,3655.0,5744.0,71.16,52.367,0.991,26,50,2025-04-01
NOLSM32520970,3,Etching,333.0,1431.0,3655.0,5747.0,72.034,52.163,1.124,26,51,2025-04-01
NOLSM32520971,1,Etching,299.0,1517.0,3643.0,5709.0,72.735,52.091,1.004,26,52,2025-04-01
NOLSM32520972,2,Etching,292.0,1397.0,3665.0,5704.0,71.736,52.119,1.018,26,53,2025-04-01
NOLSM32520973,3,Etching,249.0,1375.0,3663.0,5746.0,72.447,51.618,1.229,26,54,2025-04-01
NOLSM32520974,1,Etching,372.0,1450.0,3643.0,5717.0,72.377,51.402,0.974,6,1,2025-04-01
NOLSM32520975,2,Etching,366.0,1534.0,3654.0,5699.0,71.171,50.56,1.14,6,2,2025-04-01
NOLSM32520976,3,Etching,302.0,1603.0,3630.0,5714.0,71.672,51.027,1.068,6,3,2025-04-01
NOLSM32520977,3,Etching,570.0,1423.0,3685.0,5703.0,71.712,52.458,1.033,6,4,2025-04-01
NOLSM32520978,2,Etching,359.0,1522.0,3660.0,5715.0,70.573,51.627,0.94,6,5,2025-04-01
NOLSM32520979,1,Etching,434.0,1477.0,3663.0,5718.0,71.489,50.998,1.046,6,6,2025-04-01
NOLSM32520980,1,Etching,450.0,1448.0,3659.0,5735.0,72.238,50.647,0.972,6,7,2025-04-01
NOLSM32520981,2,Etching,363.0,1519.0,3643.0,5689.0,70.371,52.254,1.092,6,8,2025-04-01
NOLSM32520982,3,Etching,147.0,1470.0,3659.0,5714.0,70.365,51.159,1.034,6,9,2025-04-01
NOLSM32520983,3,Etching,353.0,1489.0,3666.0,5723.0,70.404,50.967,0.957,6,10,2025-04-01
NOLSM32520984,2,Etching,289.0,1537.0,3669.0,5707.0,72.418,50.894,1.16,6,11,2025-04-01
NOLSM32520985,1,Etching,204.0,1636.0,3673.0,5669.0,71.531,51.426,1.101,6,12,2025-04-01
NOLSM32520986,1,Etching,415.0,1635.0,3650.0,5698.0,69.983,50.605,1.016,6,13,2025-04-01
NOLSM32520987,2,Etching,343.0,1495.0,3635.0,5718.0,69.507,51.09,1.106,6,14,2025-04-01
NOLSM32520988,3,Etching,313.0,1402.0,3671.0,5692.0,71.816,50.451,1.099,6,15,2025-04-01
NOLSM32520989,3,Etching,157.0,1343.0,3642.0,5711.0,70.798,51.382,1.067,6,16,2025-04-01
NOLSM32520990,2,Etching,362.0,1487.0,3634.0,5737.0,70.463,51.318,1.21,6,17,2025-04-01
NOLSM32520991,1,Etching,386.0,1242.0,3672.0,5719.0,69.775,51.847,1.078,6,18,2025-04-01
NOLSM32520992,1,Etching,470.0,1520.0,3644.0,5718.0,68.87,50.739,1.072,6,19,2025-04-01
NOLSM32520993,2,Etching,418.0,1524.0,3635.0,5710.0,71.286,51.175,1.132,6,20,2025-04-01
NOLSM32520994,3,Etching,99.0,1570.0,3653.0,5715.0,72.409,50.848,0.959,6,21,2025-04-01
NOLSM32520995,2,Etching,280.0,1271.0,3641.0,5703.0,70.564,50.388,0.818,6,22,2025-04-01
NOLSM32520996,1,Etching,195.0,1436.0,3651.0,5704.0,71.505,50.567,0.862,6,23,2025-04-01
NOLSM32520997,1,Etching,49.0,1398.0,3633.0,5724.0,71.44,50.38,0.832,6,24,2025-04-01
NOLSM32520998,2,Etching,548.0,1406.0,3682.0,5720.0,71.671,50.788,1.027,6,25,2025-04-01
NOLSM32520999,3,Etching,330.0,1575.0,3657.0,5701.0,71.314,51.33,0.749,6,26,2025-04-01
NOLSM32521000,3,Etching,307.0,1591.0,3659.0,5687.0,71.008,51.523,1.063,6,27,2025-04-01
NOLSM32521001,3,Etching,306.0,1507.0,3668.0,5707.0,71.771,52.249,1.144,26,1,2025-04-01
NOLSM32521002,1,Etching,283.0,1397.0,3663.0,5738.0,71.98,52.259,0.868,26,2,2025-04-01
NOLSM32521003,1,Etching,272.0,1579.0,3668.0,5704.0,71.904,52.338,0.954,26,3,2025-04-01
NOLSM32521004,2,Etching,285.0,1427.0,3667.0,5752.0,72.072,52.279,1.1,26,4,2025-04-01
NOLSM32521005,3,Etching,201.0,1485.0,3663.0,5745.0,72.131,52.532,1.054,26,5,2025-04-01
NOLSM32521006,3,Etching,306.0,1404.0,3665.0,5729.0,71.935,52.37,0.967,26,6,2025-04-01
NOLSM32521007,2,Etching,233.0,1436.0,3664.0,5753.0,72.257,52.517,1.104,26,7,2025-04-01
NOLSM32521008,1,Etching,245.0,1420.0,3664.0,5732.0,72.097,52.389,1.057,26,8,2025-04-01
NOLSM32521009,1,Etching,341.0,1423.0,3669.0,5747.0,72.011,52.588,1.051,26,9,2025-04-01
NOLSM32521010,2,Etching,251.0,1485.0,3668.0,5744.0,72.137,52.565,1.105,26,10,2025-04-01
NOLSM32521011,3,Etching,301.0,1492.0,3672.0,5728.0,72.753,52.64,1.091,26,11,2025-04-01
NOLSM32521012,3,Etching,322.0,1445.0,3673.0,5752.0,72.442,52.331,1.157,26,12,2025-04-01
NOLSM32521013,2,Etching,437.0,1545.0,3672.0,5721.0,71.297,52.585,1.169,26,13,2025-04-01
NOLSM32521014,1,Etching,356.0,1520.0,3675.0,5710.0,72.466,52.332,0.95,26,14,2025-04-01
NOLSM32521015,1,Etching,321.0,1562.0,3678.0,5720.0,72.687,52.395,1.057,26,15,2025-04-01
NOLSM32521016,2,Etching,365.0,1501.0,3682.0,5714.0,73.06,52.302,1.223,26,16,2025-04-01
NOLSM32521017,3,Etching,339.0,1449.0,3668.0,5725.0,71.844,52.465,0.864,26,17,2025-04-01
NOLSM32521018,3,Etching,315.0,1518.0,3657.0,5714.0,71.044,52.437,1.096,26,18,2025-04-01
NOLSM32521019,2,Etching,308.0,1437.0,3674.0,5735.0,72.753,52.375,1.008,26,19,2025-04-01
NOLSM32521020,1,Etching,282.0,1543.0,3668.0,5716.0,72.537,52.813,1.057,26,20,2025-04-01
NOLSM32521021,1,Etching,288.0,1459.0,3671.0,5742.0,72.236,52.316,1.018,26,21,2025-04-01
NOLSM32521022,2,Etching,170.0,1457.0,3658.0,5705.0,71.613,52.366,1.011,26,22,2025-04-01
NOLSM32521023,3,Etching,163.0,1436.0,3656.0,5744.0,71.299,52.316,1.257,26,23,2025-04-01
NOLSM32521024,3,Etching,333.0,1431.0,3665.0,5747.0,72.047,52.327,1.027,26,24,2025-04-01
NOLSM32521025,2,Etching,299.0,1517.0,3674.0,5709.0,72.562,51.991,1.121,26,25,2025-04-01
NOLSM32521026,1,Etching,292.0,1397.0,3665.0,5704.0,71.53,52.108,0.917,26,26,2025-04-01
NOLSM32521027,1,Etching,249.0,1375.0,3663.0,5746.0,72.333,51.689,1.06,26,27,2025-04-01
NOLSM32521028,1,Etching,362.0,1555.0,3658.0,5684.0,72.261,51.485,0.978,7,28,2025-04-02
NOLSM32521029,2,Etching,180.0,1438.0,3638.0,5720.0,72.455,50.416,0.993,7,29,2025-04-02
NOLSM32521030,3,Etching,397.0,1530.0,3655.0,5713.0,71.465,51.119,0.835,7,30,2025-04-02
NOLSM32521031,1,Etching,228.0,1479.0,3666.0,5697.0,68.887,51.254,1.117,7,31,2025-04-02
NOLSM32521032,2,Etching,256.0,1483.0,3657.0,5703.0,69.644,51.606,1.023,7,32,2025-04-02
NOLSM32521033,3,Etching,372.0,1546.0,3649.0,5719.0,71.221,51.703,0.791,7,33,2025-04-02
NOLSM32521034,1,Etching,374.0,1518.0,3624.0,5686.0,70.41,51.655,1.167,7,34,2025-04-02
NOLSM32521035,2,Etching,287.0,1411.0,3698.0,5709.0,70.487,52.107,0.989,7,35,2025-04-02
NOLSM32521036,3,Etching,230.0,1442.0,3644.0,5716.0,70.997,51.344,1.078,7,36,2025-04-02
NOLSM32521037,1,Etching,521.0,1493.0,3666.0,5746.0,70.263,51.0,1.164,7,37,2025-04-02
NOLSM32521038,2,Etching,378.0,1586.0,3645.0,5705.0,71.526,50.774,0.95,7,38,2025-04-02
NOLSM32521039,3,Etching,333.0,1598.0,3653.0,5716.0,71.486,51.228,0.829,7,39,2025-04-02
NOLSM32521040,1,Etching,409.0,1421.0,3663.0,5726.0,70.573,51.785,0.9,7,40,2025-04-02
NOLSM32521041,2,Etching,359.0,1339.0,3654.0,5716.0,69.67,51.561,1.019,7,41,2025-04-02
NOLSM32521042,3,Etching,171.0,1312.0,3660.0,5721.0,69.971,50.314,1.062,7,42,2025-04-02
NOLSM32521043,1,Etching,265.0,1428.0,3642.0,5692.0,70.446,51.046,0.911,7,43,2025-04-02
NOLSM32521044,2,Etching,366.0,1284.0,3652.0,5724.0,69.625,52.03,0.883,7,44,2025-04-02
NOLSM32521045,3,Etching,635.0,1484.0,3642.0,5723.0,71.695,51.185,1.135,7,45,2025-04-02
NOLSM32521046,1,Etching,417.0,1562.0,3654.0,5723.0,71.097,51.488,1.047,7,46,2025-04-02
NOLSM32521047,2,Etching,357.0,1482.0,3677.0,5740.0,69.212,51.17,1.056,7,47,2025-04-02
NOLSM32521048,3,Etching,315.0,1520.0,3644.0,5699.0,71.088,51.25,0.971,7,48,2025-04-02
NOLSM32521049,1,Etching,369.0,1284.0,3690.0,5729.0,71.207,50.962,1.028,7,49,2025-04-02
NOLSM32521050,2,Etching,496.0,1511.0,3641.0,5737.0,71.202,50.81,1.1,7,50,2025-04-02
NOLSM32521051,3,Etching,348.0,1429.0,3639.0,5710.0,71.345,50.679,1.023,7,51,2025-04-02
NOLSM32521052,1,Etching,182.0,1516.0,3672.0,5698.0,71.196,50.972,1.274,7,52,2025-04-02
NOLSM32521053,2,Etching,596.0,1449.0,3660.0,5743.0,71.258,50.599,0.968,7,53,2025-04-02
NOLSM32521054,3,Etching,491.0,1598.0,3693.0,5740.0,71.1,51.199,1.122,7,54,2025-04-02
NOLSM32521055,1,Etching,,,,,72.446,51.793,0.9,27,28,2025-04-02
NOLSM32521056,2,Etching,172.0,1360.0,3659.0,5708.0,71.705,51.917,1.065,27,29,2025-04-02
NOLSM32521057,3,Etching,288.0,1435.0,3658.0,5705.0,71.723,52.062,1.016,27,30,2025-04-02
NOLSM32521058,1,Etching,243.0,1407.0,3665.0,5728.0,72.141,51.891,0.943,27,31,2025-04-02
NOLSM32521059,2,Etching,266.0,1584.0,3655.0,5732.0,71.867,51.248,1.033,27,32,2025-04-02
NOLSM32521060,3,Etching,213.0,1511.0,3645.0,5715.0,71.388,51.18,0.852,27,33,2025-04-02
NOLSM32521061,1,Etching,248.0,1439.0,3646.0,5733.0,70.995,50.775,0.84,27,34,2025-04-02
NOLSM32521062,2,Etching,262.0,1523.0,3649.0,5709.0,71.097,51.082,1.072,27,35,2025-04-02
NOLSM32521063,3,Etching,307.0,1452.0,3650.0,5686.0,71.485,51.203,0.889,27,36,2025-04-02
NOLSM32521064,1,Etching,249.0,1417.0,3649.0,5726.0,71.523,50.99,1.066,27,37,2025-04-02
NOLSM32521065,2,Etching,167.0,1420.0,3640.0,5705.0,70.977,51.074,0.935,27,38,2025-04-02
NOLSM32521066,3,Etching,252.0,1476.0,3643.0,5696.0,71.064,51.022,1.107,27,39,2025-04-02
NOLSM32521067,1,Etching,238.0,1439.0,3647.0,5691.0,71.499,51.117,0.996,27,40,2025-04-02
NOLSM32521068,2,Etching,136.0,1352.0,3639.0,5684.0,71.264,51.223,1.134,27,41,2025-04-02
NOLSM32521069,3,Etching,147.0,1362.0,3644.0,5733.0,71.48,51.03,1.096,27,42,2025-04-02
NOLSM32521070,1,Etching,149.0,1329.0,3645.0,5732.0,71.737,51.149,1.281,27,43,2025-04-02
NOLSM32521071,2,Etching,186.0,1362.0,3641.0,5725.0,71.061,50.812,1.04,27,44,2025-04-02
NOLSM32521072,3,Etching,316.0,1361.0,3655.0,5710.0,71.899,51.05,0.974,27,45,2025-04-02
NOLSM32521073,1,Etching,228.0,1542.0,3656.0,5741.0,72.139,51.257,1.133,27,46,2025-04-02
NOLSM32521074,2,Etching,227.0,1495.0,3653.0,5706.0,71.98,51.12,1.187,27,47,2025-04-02
NOLSM32521075,3,Etching,231.0,1378.0,3655.0,5706.0,71.933,51.316,1.04,27,48,2025-04-02
NOLSM32521076,1,Etching,242.0,1366.0,3650.0,5739.0,71.776,51.128,1.087,27,49,2025-04-02
NOLSM32521077,2,Etching,221.0,1465.0,3650.0,5693.0,71.966,51.273,0.976,27,50,2025-04-02
NOLSM32521078,3,Etching,176.0,1431.0,3647.0,5696.0,71.799,51.038,1.148,27,51,2025-04-02
NOLSM32521079,1,Etching,361.0,1420.0,3661.0,5726.0,72.395,51.168,0.988,27,52,2025-04-02
NOLSM32521080,2,Etching,275.0,1434.0,3656.0,5702.0,71.845,51.219,1.059,27,53,2025-04-02
NOLSM32521081,3,Etching,140.0,1374.0,3644.0,5731.0,71.779,51.315,1.004,27,54,2025-04-02
NOLSM32521082,2,Etching,362.0,1555.0,3658.0,5684.0,72.438,51.548,1.002,7,1,2025-04-02
NOLSM32521083,1,Etching,180.0,1438.0,3638.0,5720.0,72.424,50.471,1.1,7,2,2025-04-02
NOLSM32521084,1,Etching,397.0,1530.0,3655.0,5713.0,71.527,51.006,1.103,7,3,2025-04-02
NOLSM32521085,2,Etching,228.0,1479.0,3666.0,5697.0,68.938,51.12,1.182,7,4,2025-04-02
NOLSM32521086,3,Etching,256.0,1483.0,3657.0,5703.0,69.539,51.777,1.09,7,5,2025-04-02
NOLSM32521087,3,Etching,372.0,1546.0,3649.0,5719.0,71.223,51.803,1.009,7,6,2025-04-02
NOLSM32521088,2,Etching,374.0,1518.0,3624.0,5686.0,70.28,51.652,1.099,7,7,2025-04-02
NOLSM32521089,1,Etching,287.0,1411.0,3698.0,5709.0,70.263,52.152,1.187,7,8,2025-04-02
NOLSM32521090,1,Etching,230.0,1442.0,3644.0,5716.0,70.847,51.369,1.059,7,9,2025-04-02
NOLSM32521091,2,Etching,521.0,1493.0,3666.0,5746.0,70.436,50.973,0.883,7,10,2025-04-02
NOLSM32521092,3,Etching,378.0,1586.0,3645.0,5705.0,71.428,50.799,0.844,7,11,2025-04-02
NOLSM32521093,2,Etching,333.0,1598.0,3653.0,5716.0,71.275,51.087,1.145,7,12,2025-04-02
NOLSM32521094,1,Etching,409.0,1421.0,3663.0,5726.0,70.729,51.689,0.937,7,13,2025-04-02
NOLSM32521095,1,Etching,359.0,1339.0,3654.0,5716.0,69.469,51.629,1.094,7,14,2025-04-02
NOLSM32521096,3,Etching,171.0,1312.0,3660.0,5721.0,69.787,50.46,0.988,7,15,2025-04-02
NOLSM32521097,3,Etching,265.0,1428.0,3642.0,5692.0,70.352,51.034,1.082,7,16,2025-04-02
NOLSM32521098,1,Etching,366.0,1284.0,3652.0,5724.0,69.789,51.928,1.051,7,17,2025-04-02
NOLSM32521099,1,Etching,635.0,1484.0,3642.0,5723.0,71.78,51.192,0.891,7,18,2025-04-02
NOLSM32521100,2,Etching,417.0,1562.0,3654.0,5723.0,70.923,51.736,1.028,7,19,2025-04-02
NOLSM32521101,3,Etching,357.0,1482.0,3677.0,5740.0,69.273,51.13,1.112,7,20,2025-04-02
NOLSM32521102,3,Etching,315.0,1520.0,3644.0,5699.0,70.931,51.326,1.16,7,21,2025-04-02
NOLSM32521103,2,Etching,369.0,1284.0,3690.0,5729.0,72.469,50.901,1.007,7,22,2025-04-02
NOLSM32521104,1,Etching,496.0,1511.0,3641.0,5737.0,69.227,50.658,0.974,7,23,2025-04-02
NOLSM32521105,1,Etching,348.0,1429.0,3639.0,5710.0,69.549,50.622,1.027,7,24,2025-04-02
NOLSM32521106,2,Etching,182.0,1516.0,3672.0,5698.0,70.798,51.098,1.15,7,25,2025-04-02
NOLSM32521107,3,Etching,596.0,1449.0,3660.0,5743.0,71.525,50.756,1.02,7,26,2025-04-02
NOLSM32521108,3,Etching,491.0,1598.0,3693.0,5740.0,69.283,51.299,1.157,7,27,2025-04-02
NOLSM32521109,2,Etching,,,,,72.087,51.729,1.053,27,1,2025-04-02
NOLSM32521110,3,Etching,172.0,1360.0,3659.0,5708.0,71.747,51.881,1.094,27,2,2025-04-02
NOLSM32521111,3,Etching,288.0,1435.0,3658.0,5705.0,71.88,52.073,1.002,27,3,2025-04-02
NOLSM32521112,2,Etching,243.0,1407.0,3665.0,5728.0,72.308,52.025,1.17,27,4,2025-04-02
NOLSM32521113,1,Etching,266.0,1584.0,3655.0,5732.0,71.781,51.183,1.099,27,5,2025-04-02
NOLSM32521114,1,Etching,213.0,1511.0,3645.0,5715.0,71.436,51.063,0.87,27,6,2025-04-02
NOLSM32521115,2,Etching,248.0,1439.0,3646.0,5733.0,71.147,50.785,1.068,27,7,2025-04-02
NOLSM32521116,3,Etching,262.0,1523.0,3649.0,5709.0,71.208,51.226,1.114,27,8,2025-04-02
NOLSM32521117,3,Etching,307.0,1452.0,3650.0,5686.0,71.15,51.005,0.938,27,9,2025-04-02
NOLSM32521118,2,Etching,249.0,1417.0,3649.0,5726.0,71.716,50.918,0.931,27,10,2025-04-02
NOLSM32521119,1,Etching,167.0,1420.0,3640.0,5705.0,71.133,51.02,1.028,27,11,2025-04-02
NOLSM32521120,1,Etching,252.0,1476.0,3643.0,5696.0,71.018,51.255,1.151,27,12,2025-04-02
NOLSM32521121,2,Etching,238.0,1439.0,3647.0,5691.0,71.553,51.117,1.066,27,13,2025-04-02
NOLSM32521122,3,Etching,136.0,1352.0,3639.0,5684.0,71.02,51.278,1.022,27,14,2025-04-02
NOLSM32521123,3,Etching,147.0,1362.0,3644.0,5733.0,71.516,51.125,1.079,27,15,2025-04-02
NOLSM32521124,1,Etching,149.0,1329.0,3645.0,5732.0,71.734,51.004,0.972,27,16,2025-04-02
NOLSM32521125,1,Etching,186.0,1362.0,3641.0,5725.0,71.268,50.81,1.134,27,17,2025-04-02
NOLSM32521126,2,Etching,316.0,1361.0,3655.0,5710.0,71.952,50.799,1.137,27,18,2025-04-02
NOLSM32521127,3,Etching,228.0,1542.0,3656.0,5741.0,71.755,51.082,0.889,27,19,2025-04-02
NOLSM32521128,1,Etching,227.0,1495.0,3653.0,5706.0,72.007,51.086,1.271,27,20,2025-04-02
NOLSM32521129,1,Etching,231.0,1378.0,3655.0,5706.0,72.007,51.164,0.955,27,21,2025-04-02
NOLSM32521130,2,Etching,242.0,1366.0,3650.0,5739.0,71.788,51.202,1.207,27,22,2025-04-02
NOLSM32521131,3,Etching,221.0,1465.0,3650.0,5693.0,71.902,51.064,1.115,27,23,2025-04-02
NOLSM32521132,3,Etching,176.0,1431.0,3647.0,5696.0,71.883,51.143,0.882,27,24,2025-04-02
NOLSM32521133,2,Etching,361.0,1420.0,3661.0,5726.0,72.542,51.167,0.955,27,25,2025-04-02
NOLSM32521134,1,Etching,275.0,1434.0,3656.0,5702.0,71.891,51.273,0.907,27,26,2025-04-02
NOLSM32521135,1,Etching,140.0,1374.0,3644.0,5731.0,71.628,51.304,1.106,27,27,2025-04-02
NOLSM32521136,1,Etching,362.0,1531.0,3690.0,5718.0,71.117,51.573,0.915,8,28,2025-04-03
NOLSM32521137,2,Etching,363.0,1373.0,3644.0,5726.0,71.274,51.746,0.932,8,29,2025-04-03
NOLSM32521138,3,Etching,430.0,1429.0,3642.0,5713.0,71.087,51.235,1.057,8,30,2025-04-03
NOLSM32521139,1,Etching,208.0,1474.0,3667.0,5717.0,71.101,51.976,1.024,8,31,2025-04-03
NOLSM32521140,2,Etching,213.0,1549.0,3662.0,5712.0,70.904,50.994,0.926,8,32,2025-04-03
NOLSM32521141,3,Etching,447.0,1510.0,3656.0,5714.0,71.232,51.885,0.851,8,33,2025-04-03
NOLSM32521142,1,Etching,457.0,1432.0,3654.0,5693.0,71.444,52.059,1.05,8,34,2025-04-03
NOLSM32521143,2,Etching,509.0,1345.0,3636.0,5698.0,71.157,51.107,0.991,8,35,2025-04-03
NOLSM32521144,3,Etching,462.0,1471.0,3633.0,5707.0,72.022,50.806,1.059,8,36,2025-04-03
NOLSM32521145,1,Etching,315.0,1381.0,3657.0,5722.0,71.705,50.886,1.085,8,37,2025-04-03
NOLSM32521146,2,Etching,343.0,1564.0,3654.0,5704.0,71.333,51.228,1.109,8,38,2025-04-03
NOLSM32521147,3,Etching,369.0,1601.0,3646.0,5699.0,71.381,51.33,1.139,8,39,2025-04-03
NOLSM32521148,1,Etching,418.0,1431.0,3662.0,5695.0,70.314,51.062,1.008,8,40,2025-04-03
NOLSM32521149,2,Etching,401.0,1451.0,3671.0,5703.0,71.438,52.64,1.045,8,41,2025-04-03
NOLSM32521150,3,Etching,314.0,1518.0,3653.0,5736.0,71.198,51.065,1.126,8,42,2025-04-03
NOLSM32521151,1,Etching,331.0,1359.0,3684.0,5735.0,70.472,50.579,1.101,8,43,2025-04-03
NOLSM32521152,2,Etching,264.0,1443.0,3702.0,5728.0,71.948,51.058,0.833,8,44,2025-04-03
NOLSM32521153,3,Etching,287.0,1445.0,3660.0,5724.0,69.366,51.294,0.968,8,45,2025-04-03
NOLSM32521154,1,Etching,361.0,1455.0,3656.0,5714.0,70.868,51.246,0.928,8,46,2025-04-03
NOLSM32521155,2,Etching,452.0,1522.0,3640.0,5730.0,71.339,50.989,1.22,8,47,2025-04-03
NOLSM32521156,3,Etching,343.0,1380.0,3668.0,5694.0,71.014,50.199,0.888,8,48,2025-04-03
NOLSM32521157,1,Etching,468.0,1536.0,3693.0,5700.0,72.06,50.325,0.988,8,49,2025-04-03
NOLSM32521158,2,Etching,-49.0,1435.0,3665.0,5738.0,69.967,50.616,0.905,8,50,2025-04-03
NOLSM32521159,3,Etching,351.0,1415.0,3636.0,5707.0,70.149,51.482,1.013,8,51,2025-04-03
NOLSM32521160,1,Etching,378.0,1382.0,3643.0,5715.0,70.589,51.932,0.851,8,52,2025-04-03
NOLSM32521161,2,Etching,364.0,1526.0,3644.0,5720.0,70.528,51.304,1.031,8,53,2025-04-03
NOLSM32521162,3,Etching,241.0,1443.0,3641.0,5728.0,71.824,51.974,0.871,8,54,2025-04-03
NOLSM32521163,1,Etching,234.0,1398.0,3656.0,5745.0,72.125,51.571,1.065,28,28,2025-04-03
NOLSM32521164,2,Etching,209.0,1439.0,3651.0,5698.0,72.442,51.913,1.005,28,29,2025-04-03
NOLSM32521165,3,Etching,269.0,1437.0,3651.0,5702.0,72.042,51.13,0.862,28,30,2025-04-03
NOLSM32521166,1,Etching,261.0,1617.0,3661.0,5731.0,72.486,51.461,0.873,28,31,2025-04-03
NOLSM32521167,2,Etching,312.0,1563.0,3657.0,5708.0,71.876,51.635,0.993,28,32,2025-04-03
NOLSM32521168,3,Etching,265.0,1320.0,3655.0,5694.0,72.045,51.473,1.095,28,33,2025-04-03
NOLSM32521169,1,Etching,210.0,1476.0,3655.0,5716.0,72.01,51.877,1.069,28,34,2025-04-03
NOLSM32521170,2,Etching,202.0,1433.0,3649.0,5727.0,71.684,51.925,1.075,28,35,2025-04-03
NOLSM32521171,3,Etching,317.0,1709.0,3670.0,5722.0,72.735,51.887,1.151,28,36,2025-04-03
NOLSM32521172,1,Etching,162.0,1468.0,3652.0,5717.0,72.059,51.636,1.101,28,37,2025-04-03
NOLSM32521173,2,Etching,150.0,1466.0,3648.0,5711.0,71.808,51.457,1.063,28,38,2025-04-03
NOLSM32521174,3,Etching,249.0,1390.0,3662.0,5737.0,72.395,51.466,1.118,28,39,2025-04-03
NOLSM32521175,1,Etching,237.0,1561.0,3664.0,5739.0,72.983,51.409,1.134,28,40,2025-04-03
NOLSM32521176,2,Etching,257.0,1665.0,3656.0,5724.0,72.303,51.41,1.139,28,41,2025-04-03
NOLSM32521177,3,Etching,285.0,1573.0,3669.0,5713.0,72.655,51.475,0.96,28,42,2025-04-03
NOLSM32521178,1,Etching,307.0,1526.0,3668.0,5706.0,72.756,51.381,1.026,28,43,2025-04-03
NOLSM32521179,2,Etching,319.0,1481.0,3658.0,5712.0,71.294,50.939,1.027,28,44,2025-04-03
NOLSM32521180,3,Etching,169.0,1588.0,3658.0,5731.0,72.712,51.081,1.26,28,45,2025-04-03
NOLSM32521181,1,Etching,269.0,1441.0,3645.0,5730.0,71.864,51.287,0.876,28,46,2025-04-03
NOLSM32521182,2,Etching,233.0,1441.0,3656.0,5709.0,72.255,51.028,0.974,28,47,2025-04-03
NOLSM32521183,3,Etching,301.0,1402.0,3646.0,5730.0,72.796,51.211,1.037,28,48,2025-04-03
NOLSM32521184,1,Etching,269.0,1481.0,3648.0,5710.0,73.113,50.921,0.987,28,49,2025-04-03
NOLSM32521185,2,Etching,289.0,1391.0,3655.0,5722.0,71.516,50.48,1.081,28,50,2025-04-03
NOLSM32521186,3,Etching,250.0,1384.0,3655.0,5730.0,72.188,50.885,1.263,28,51,2025-04-03
NOLSM32521187,1,Etching,238.0,1496.0,3643.0,5749.0,72.969,51.335,0.962,28,52,2025-04-03
NOLSM32521188,2,Etching,270.0,1462.0,3659.0,5712.0,72.131,50.954,1.023,28,53,2025-04-03
NOLSM32521189,3,Etching,320.0,1419.0,3668.0,5731.0,72.042,50.965,1.116,28,54,2025-04-03
NOLSM32521190,2,Etching,362.0,1531.0,3690.0,5718.0,70.901,51.768,0.966,8,1,2025-04-03
NOLSM32521191,1,Etching,363.0,1373.0,3644.0,5726.0,70.361,51.726,1.066,8,2,2025-04-03
NOLSM32521192,1,Etching,430.0,1429.0,3642.0,5713.0,71.697,51.101,1.177,8,3,2025-04-03
NOLSM32521193,2,Etching,208.0,1474.0,3667.0,5717.0,72.573,52.018,1.039,8,4,2025-04-03
NOLSM32521194,3,Etching,213.0,1549.0,3662.0,5712.0,72.511,50.916,1.172,8,5,2025-04-03
NOLSM32521195,3,Etching,447.0,1510.0,3656.0,5714.0,70.687,51.927,0.771,8,6,2025-04-03
NOLSM32521196,2,Etching,457.0,1432.0,3654.0,5693.0,72.746,52.117,0.984,8,7,2025-04-03
NOLSM32521197,1,Etching,509.0,1345.0,3636.0,5698.0,70.213,51.06,1.049,8,8,2025-04-03
NOLSM32521198,1,Etching,462.0,1471.0,3633.0,5707.0,71.764,50.945,0.913,8,9,2025-04-03
NOLSM32521199,2,Etching,315.0,1381.0,3657.0,5722.0,71.513,50.661,1.068,8,10,2025-04-03
