No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM32518703,3,Photo,1.096,17.451,14.875,19.993,204.706,90.039,504.759,4093.974,5117.538,5.244,93.527,29.932,21,28,2025-03-07
NOLSM32518704,3,Photo,1.062,16.157,14.878,20.108,204.162,90.035,504.22,4084.681,5105.687,5.137,93.835,29.948,21,29,2025-03-07
NOLSM32518705,3,Photo,1.019,18.912,14.992,20.064,204.609,90.126,504.594,4091.16,5113.916,5.255,93.471,30.032,21,30,2025-03-07
NOLSM32518706,3,Photo,0.939,18.755,15.107,19.788,204.123,90.045,504.31,4084.288,5105.354,5.122,93.328,29.955,21,31,2025-03-07
NOLSM32518707,3,Photo,1.113,13.774,15.084,19.885,204.205,89.989,504.324,4084.681,5105.867,5.093,94.58,29.926,21,32,2025-03-07
NOLSM32518708,3,Photo,0.603,18.919,15.237,20.015,206.258,90.189,506.224,4124.101,5155.024,5.034,94.522,29.888,21,33,2025-03-07
NOLSM32518709,3,Photo,0.534,20.763,15.121,20.026,206.306,89.929,506.275,4126.823,5158.365,5.166,93.562,30.052,21,34,2025-03-07
NOLSM32518710,3,Photo,0.875,11.141,14.968,20.006,205.519,89.838,505.536,4112.092,5140.057,5.022,94.5,30.061,21,35,2025-03-07
NOLSM32518711,3,Photo,1.179,15.349,15.071,20.146,206.103,90.068,506.283,4122.415,5152.989,5.218,92.878,30.075,21,36,2025-03-07
NOLSM32518712,3,Photo,1.711,12.458,15.095,19.906,203.543,90.008,503.533,4072.516,5091.18,5.205,93.494,29.886,21,37,2025-03-07
NOLSM32518713,3,Photo,1.169,19.705,15.165,19.989,204.591,90.068,504.418,4088.256,5110.745,4.995,93.619,29.922,21,38,2025-03-07
NOLSM32518714,3,Photo,1.269,15.912,14.95,20.057,204.486,90.078,504.355,4089.61,5112.088,5.008,93.3,30.187,21,39,2025-03-07
NOLSM32518715,3,Photo,1.927,17.444,15.055,20.022,203.193,90.079,503.177,4063.0,5078.646,4.93,93.145,30.072,21,40,2025-03-07
NOLSM32518716,3,Photo,2.107,16.299,15.091,20.033,195.543,90.107,503.56,4071.205,5088.671,4.931,93.192,29.902,21,41,2025-03-07
NOLSM32518717,3,Photo,1.864,15.999,15.214,19.982,196.461,89.865,503.968,4080.4,5100.348,4.894,92.998,29.953,21,42,2025-03-07
NOLSM32518718,3,Photo,1.067,16.16,14.868,19.984,196.637,89.988,503.309,4065.891,5082.501,5.064,93.388,29.879,21,43,2025-03-07
NOLSM32518719,3,Photo,1.376,17.007,14.903,19.911,197.608,89.95,504.044,4080.677,5100.81,4.994,92.528,30.102,21,44,2025-03-07
NOLSM32518720,3,Photo,0.951,16.837,15.018,19.911,197.904,89.891,502.47,4049.599,5062.024,4.92,92.622,30.05,21,45,2025-03-07
NOLSM32518721,3,Photo,0.896,16.473,14.92,20.005,197.049,90.036,502.805,4055.601,5069.533,4.97,92.68,30.097,21,46,2025-03-07
NOLSM32518722,3,Photo,1.467,16.157,14.786,19.987,197.934,90.126,502.25,4045.756,5057.293,5.067,92.6,30.051,21,47,2025-03-07
NOLSM32518723,3,Photo,1.982,16.436,15.002,19.981,197.069,90.109,502.392,4045.37,5056.805,4.94,92.526,30.063,21,48,2025-03-07
NOLSM32518724,3,Photo,1.42,17.331,15.083,20.043,197.487,89.976,501.793,4037.352,5046.859,4.962,92.099,29.945,21,49,2025-03-07
NOLSM32518725,3,Photo,0.502,16.357,14.977,19.938,197.96,89.953,501.972,4041.923,5052.68,5.153,92.904,30.024,21,50,2025-03-07
NOLSM32518726,3,Photo,0.597,18.979,14.992,20.199,199.067,90.079,502.441,4052.665,5065.453,4.991,92.538,30.028,21,51,2025-03-07
NOLSM32518727,3,Photo,2.042,18.84,15.079,20.029,198.412,90.142,502.171,4044.228,5055.077,5.014,92.852,29.986,21,52,2025-03-07
NOLSM32518728,3,Photo,1.963,13.723,15.026,19.995,198.74,90.042,502.949,4058.715,5073.533,5.027,92.507,29.781,21,53,2025-03-07
NOLSM32518729,3,Photo,1.594,18.757,14.848,20.004,202.246,90.008,502.023,4041.234,5051.462,4.976,92.662,30.133,21,54,2025-03-07
NOLSM32518730,1,Photo,1.614,13.693,15.127,20.037,198.94,90.208,504.725,4082.638,5184.666,4.998,90.927,29.999,1,1,2025-03-07
NOLSM32518731,1,Photo,0.983,14.774,15.117,19.915,198.507,89.939,492.3,3960.761,5065.139,5.023,92.189,30.012,1,2,2025-03-07
NOLSM32518732,1,Photo,1.661,19.136,15.07,19.84,202.088,89.981,499.834,3981.774,4873.559,5.168,91.76,29.971,1,3,2025-03-07
NOLSM32518733,2,Photo,0.727,16.32,15.007,19.894,199.829,90.118,505.234,3922.147,5131.825,5.018,91.867,29.972,1,4,2025-03-07
NOLSM32518734,2,Photo,0.877,13.993,15.016,20.012,204.517,89.833,501.02,4124.076,5108.473,5.048,91.064,29.974,1,5,2025-03-07
NOLSM32518735,2,Photo,1.128,12.138,15.031,20.055,202.043,90.026,500.782,4001.319,5030.921,5.155,91.73,29.958,1,6,2025-03-07
NOLSM32518736,3,Photo,2.008,16.205,15.066,19.916,205.591,90.031,505.305,4054.659,4965.055,5.337,92.088,29.946,1,7,2025-03-07
NOLSM32518737,3,Photo,1.297,12.526,14.935,19.976,202.57,90.015,502.106,3956.975,5075.151,5.014,92.39,29.95,1,8,2025-03-07
NOLSM32518738,1,Photo,0.573,13.614,14.97,20.059,202.4,90.13,498.445,4087.866,5099.836,4.992,92.728,29.896,1,9,2025-03-07
NOLSM32518739,1,Photo,0.795,11.48,15.333,20.182,200.793,90.046,499.073,4025.471,5049.818,4.988,91.597,30.189,1,10,2025-03-07
NOLSM32518740,1,Photo,1.039,18.568,14.909,20.031,202.049,89.852,500.293,4036.938,5087.343,5.118,92.374,29.915,1,11,2025-03-07
NOLSM32518741,2,Photo,2.152,11.953,14.927,19.952,200.654,90.09,501.55,4013.972,4947.178,5.094,93.596,30.015,1,12,2025-03-07
NOLSM32518742,2,Photo,0.622,15.14,14.899,19.996,199.011,89.918,501.742,3985.665,5137.695,4.918,91.607,30.007,1,13,2025-03-07
NOLSM32518743,2,Photo,1.02,18.114,15.044,19.927,197.779,90.086,503.153,4047.586,4947.674,5.068,94.468,30.087,1,14,2025-03-07
NOLSM32518744,3,Photo,0.719,15.949,15.017,20.064,194.138,89.976,501.134,3955.408,4983.685,4.974,92.373,29.942,1,15,2025-03-07
NOLSM32518745,3,Photo,2.079,15.718,15.147,20.004,199.572,90.046,503.249,4062.872,4931.454,5.313,94.115,30.001,1,16,2025-03-07
NOLSM32518746,3,Photo,1.985,13.649,14.818,19.988,198.58,89.79,498.921,4071.642,5053.226,5.043,93.297,30.059,1,17,2025-03-07
NOLSM32518747,1,Photo,1.754,14.049,14.894,20.067,198.488,90.128,501.164,3985.621,4979.447,5.101,90.388,30.006,1,18,2025-03-07
NOLSM32518748,1,Photo,1.861,13.264,15.21,20.053,202.756,89.859,499.578,3978.658,4940.688,4.957,91.467,29.939,1,19,2025-03-07
NOLSM32518749,1,Photo,2.058,15.171,15.041,20.059,202.156,90.05,500.873,4056.121,4959.01,5.027,90.731,29.985,1,20,2025-03-07
NOLSM32518750,2,Photo,1.099,16.327,14.991,19.956,200.023,89.935,503.208,4029.088,4990.096,5.005,90.367,29.94,1,21,2025-03-07
NOLSM32518751,2,Photo,1.674,14.554,15.101,19.933,202.865,90.053,498.165,3971.344,5038.598,4.838,91.2,30.154,1,22,2025-03-07
NOLSM32518752,2,Photo,1.361,16.759,15.188,19.876,197.956,89.841,499.918,4035.301,5098.624,5.054,90.79,29.973,1,23,2025-03-07
NOLSM32518753,3,Photo,1.144,17.908,14.994,19.744,200.667,90.191,501.351,3952.505,5052.122,4.991,90.506,30.079,1,24,2025-03-07
NOLSM32518754,3,Photo,1.666,20.254,14.755,19.851,200.538,89.881,500.214,3972.475,5047.927,5.121,91.147,30.162,1,25,2025-03-07
NOLSM32518755,3,Photo,1.185,17.831,15.137,19.988,198.897,90.113,504.601,4017.126,5018.787,4.925,90.481,29.976,1,26,2025-03-07
NOLSM32518756,1,Photo,1.278,19.91,15.016,20.043,198.943,90.114,503.839,4072.851,5016.25,5.21,88.927,30.356,1,27,2025-03-07
NOLSM32518757,1,Photo,0.923,16.774,14.912,20.067,204.867,90.042,504.605,4094.005,5117.594,5.063,93.376,30.018,21,1,2025-03-07
NOLSM32518758,1,Photo,1.145,16.56,14.872,20.047,204.161,90.027,504.145,4084.69,5105.768,4.945,93.669,29.979,21,2,2025-03-07
NOLSM32518759,2,Photo,0.852,16.871,15.081,19.881,204.596,89.939,504.494,4091.011,5113.864,5.034,93.37,30.026,21,3,2025-03-07
NOLSM32518760,2,Photo,1.107,16.78,14.839,19.826,204.184,90.131,504.115,4084.148,5105.22,5.191,93.552,30.046,21,4,2025-03-07
NOLSM32518761,2,Photo,0.872,16.316,14.922,20.077,204.229,90.104,504.247,4084.741,5105.75,5.099,94.478,29.958,21,5,2025-03-07
NOLSM32518762,3,Photo,0.51,16.535,14.998,20.067,206.059,89.839,505.979,4124.177,5154.945,5.089,94.321,30.139,21,6,2025-03-07
NOLSM32518763,3,Photo,0.547,16.891,14.884,19.948,206.235,90.047,506.384,4126.886,5158.346,5.19,93.907,30.172,21,7,2025-03-07
NOLSM32518764,3,Photo,0.975,17.614,15.031,20.038,205.695,90.038,505.788,4112.172,5140.112,5.139,94.289,29.923,21,8,2025-03-07
NOLSM32518765,1,Photo,1.024,15.841,15.023,19.782,206.018,90.091,505.929,4122.362,5153.046,5.12,93.277,29.908,21,9,2025-03-07
NOLSM32518766,1,Photo,0.984,15.84,15.101,20.087,203.632,90.11,503.53,4072.923,5090.982,4.995,93.329,29.886,21,10,2025-03-07
NOLSM32518767,1,Photo,0.632,16.163,15.013,19.82,204.282,89.922,504.618,4088.336,5110.659,4.945,93.162,30.028,21,11,2025-03-07
NOLSM32518768,2,Photo,1.087,16.518,14.969,19.93,204.42,90.111,504.163,4089.814,5112.155,5.223,93.424,30.045,21,12,2025-03-07
NOLSM32518769,2,Photo,0.692,15.942,15.156,20.154,203.176,89.901,503.147,4062.814,5078.655,4.901,92.916,29.885,21,13,2025-03-07
NOLSM32518770,3,Photo,0.902,17.094,15.177,19.931,203.529,89.999,503.478,4071.011,5088.863,5.143,93.086,30.007,21,14,2025-03-07
NOLSM32518771,3,Photo,0.744,16.084,14.891,19.956,204.055,90.157,504.019,4080.588,5100.46,5.233,92.867,30.155,21,15,2025-03-07
NOLSM32518772,3,Photo,0.635,16.369,15.053,19.761,203.176,89.843,503.258,4065.845,5082.504,4.986,93.512,30.173,21,16,2025-03-07
NOLSM32518773,1,Photo,1.009,17.081,14.914,20.092,204.046,90.152,504.026,4080.647,5100.88,4.944,92.491,30.279,21,17,2025-03-07
NOLSM32518774,1,Photo,1.018,16.561,15.029,19.934,202.528,89.82,502.633,4049.582,5062.012,4.985,92.685,30.033,21,18,2025-03-07
NOLSM32518775,1,Photo,0.566,16.723,14.987,20.008,202.88,90.017,502.727,4055.626,5069.632,5.097,92.606,29.847,21,19,2025-03-07
NOLSM32518776,2,Photo,0.566,16.055,14.983,19.924,202.285,90.182,502.282,4045.61,5057.236,5.002,92.973,29.975,21,20,2025-03-07
NOLSM32518777,2,Photo,0.602,16.416,15.122,20.08,202.309,90.134,502.38,4045.299,5056.791,5.108,92.612,30.075,21,21,2025-03-07
NOLSM32518778,3,Photo,1.197,16.069,15.068,20.064,202.038,89.822,501.986,4037.651,5046.779,4.842,92.409,30.054,21,22,2025-03-07
NOLSM32518779,3,Photo,0.691,16.654,14.98,19.952,202.176,90.065,502.139,4042.024,5052.48,4.974,92.58,29.828,21,23,2025-03-07
NOLSM32518780,3,Photo,0.601,16.359,15.148,19.91,202.57,89.946,502.539,4052.369,5065.524,5.011,92.674,29.966,21,24,2025-03-07
NOLSM32518781,1,Photo,1.103,17.372,15.141,19.981,202.104,90.101,502.073,4044.012,5055.054,4.914,92.733,29.973,21,25,2025-03-07
NOLSM32518782,1,Photo,0.805,16.967,15.049,20.016,202.864,89.943,502.908,4058.942,5073.32,5.031,92.434,30.094,21,26,2025-03-07
NOLSM32518783,1,Photo,1.012,16.527,14.87,20.095,201.969,89.925,501.94,4041.233,5051.585,5.104,92.869,30.023,21,27,2025-03-07
NOLSM32518784,2,Photo,1.206,17.023,15.034,19.828,198.11,89.813,502.772,4084.896,4933.825,5.108,90.704,29.871,2,28,2025-03-15
NOLSM32518785,2,Photo,1.873,13.899,15.029,20.042,199.729,90.091,502.019,4045.057,5009.439,4.854,89.422,30.116,2,29,2025-03-15
NOLSM32518786,2,Photo,1.339,14.33,14.982,20.188,199.27,90.049,499.365,4010.197,5055.266,5.044,92.722,29.941,2,30,2025-03-15
NOLSM32518787,2,Photo,0.817,13.466,15.273,19.902,200.794,90.032,505.859,4080.069,5004.076,4.875,91.908,29.945,2,31,2025-03-15
NOLSM32518788,2,Photo,0.697,14.71,15.0,20.047,197.348,90.16,494.72,4039.54,5118.805,4.821,91.077,29.918,2,32,2025-03-15
NOLSM32518789,2,Photo,0.924,17.592,15.094,20.062,195.636,90.185,504.106,4104.008,4976.346,5.055,90.587,30.028,2,33,2025-03-15
NOLSM32518790,2,Photo,0.758,18.63,14.855,20.012,205.511,90.023,499.995,4036.275,5078.814,5.036,94.37,30.057,2,34,2025-03-15
NOLSM32518791,2,Photo,1.469,17.896,14.979,19.969,193.215,90.062,500.609,4082.958,5024.71,4.785,92.97,30.036,2,35,2025-03-15
NOLSM32518792,2,Photo,2.013,13.023,15.027,19.886,200.864,90.015,495.097,4002.956,4996.564,4.787,92.5,30.147,2,36,2025-03-15
NOLSM32518793,2,Photo,1.291,17.81,14.682,20.042,197.723,89.941,499.358,4067.865,5103.539,5.035,94.895,29.957,2,37,2025-03-15
NOLSM32518794,2,Photo,0.929,15.589,14.804,20.19,203.955,89.979,501.341,4024.405,5010.9,4.865,89.65,30.018,2,38,2025-03-15
NOLSM32518795,2,Photo,0.787,19.13,14.978,19.988,202.092,90.01,493.336,4021.446,5107.248,5.053,93.02,29.786,2,39,2025-03-15
NOLSM32518796,2,Photo,1.093,15.41,15.043,19.85,200.647,89.863,503.49,4031.14,5017.763,4.985,90.356,29.935,2,40,2025-03-15
NOLSM32518797,2,Photo,2.122,14.892,15.148,19.884,198.67,90.059,506.135,4016.098,4899.091,4.972,93.889,30.066,2,41,2025-03-15
NOLSM32518798,2,Photo,0.9,15.413,14.79,20.04,196.984,90.175,500.226,3995.879,5040.546,5.086,92.116,30.115,2,42,2025-03-15
NOLSM32518799,2,Photo,1.051,15.243,14.967,20.045,201.642,89.969,503.163,4068.672,5097.53,5.047,93.546,29.953,2,43,2025-03-15
NOLSM32518800,2,Photo,0.711,19.47,15.001,20.098,200.49,89.868,501.289,4032.014,5025.724,4.782,92.482,29.996,2,44,2025-03-15
NOLSM32518801,2,Photo,2.222,14.195,15.268,19.989,195.697,90.047,501.87,4061.051,4970.865,4.991,91.069,29.891,2,45,2025-03-15
NOLSM32518802,2,Photo,1.95,15.82,14.879,19.913,204.147,89.995,502.379,4055.31,5070.002,5.018,93.49,30.029,2,46,2025-03-15
NOLSM32518803,2,Photo,1.88,15.42,15.218,19.945,201.967,89.948,507.158,4001.465,4922.387,5.098,92.287,30.034,2,47,2025-03-15
NOLSM32518804,2,Photo,2.081,16.076,14.849,20.145,203.334,90.093,501.472,4054.542,5020.372,4.878,92.581,30.233,2,48,2025-03-15
NOLSM32518805,2,Photo,2.034,15.361,15.064,19.849,199.654,89.929,503.412,3957.168,4987.612,5.187,90.03,30.014,2,49,2025-03-15
NOLSM32518806,2,Photo,0.883,15.634,15.154,20.029,203.247,90.058,501.588,4087.995,5063.562,5.033,92.147,30.123,2,50,2025-03-15
NOLSM32518807,2,Photo,1.512,15.264,15.15,19.987,198.051,89.94,501.065,4025.38,4974.779,5.14,91.983,29.95,2,51,2025-03-15
NOLSM32518808,2,Photo,1.342,15.01,15.139,19.911,200.87,90.097,501.623,4036.819,5089.343,5.08,94.741,30.016,2,52,2025-03-15
NOLSM32518809,2,Photo,1.129,17.722,15.097,20.121,201.918,90.144,497.224,4014.115,4966.33,5.056,91.749,30.004,2,53,2025-03-15
NOLSM32518810,2,Photo,1.746,19.556,14.928,19.986,198.014,89.87,500.128,3985.915,4933.95,4.95,92.287,30.044,2,54,2025-03-15
NOLSM32518811,1,Photo,0.923,20.829,14.921,19.885,203.185,90.025,503.067,4062.822,5078.489,5.074,92.642,30.051,22,28,2025-03-15
NOLSM32518812,1,Photo,1.447,11.317,14.85,20.038,202.536,90.084,502.331,4048.46,5060.315,5.16,92.989,30.139,22,29,2025-03-15
NOLSM32518813,1,Photo,1.052,15.535,15.008,20.009,202.785,89.946,502.798,4055.944,5069.765,5.064,92.759,30.167,22,30,2025-03-15
NOLSM32518814,1,Photo,0.668,12.563,15.166,19.955,202.81,89.984,502.748,4057.214,5071.59,5.153,93.097,30.2,22,31,2025-03-15
NOLSM32518815,1,Photo,1.296,19.712,14.931,19.895,203.189,90.149,503.311,4064.878,5081.236,5.219,92.74,30.086,22,32,2025-03-15
NOLSM32518816,1,Photo,1.917,16.098,15.156,20.006,202.874,90.01,502.699,4055.85,5069.809,5.117,92.893,29.94,22,33,2025-03-15
NOLSM32518817,1,Photo,1.542,17.646,14.949,19.97,203.354,89.987,503.284,4066.513,5082.966,5.08,92.456,29.901,22,34,2025-03-15
NOLSM32518818,1,Photo,0.675,16.455,14.909,19.962,202.22,89.882,502.174,4043.885,5055.058,5.093,92.724,29.981,22,35,2025-03-15
NOLSM32518819,1,Photo,0.676,17.284,15.05,20.09,202.77,90.139,502.662,4053.738,5067.03,5.006,92.627,29.981,22,36,2025-03-15
NOLSM32518820,1,Photo,0.996,16.374,15.002,20.052,202.477,90.166,502.462,4048.862,5061.108,5.035,92.582,29.867,22,37,2025-03-15
NOLSM32518821,1,Photo,0.961,17.495,15.052,19.93,202.42,90.105,502.653,4001.371,5062.864,4.907,93.312,30.001,22,38,2025-03-15
NOLSM32518822,1,Photo,0.579,17.424,15.092,19.922,202.873,90.09,502.95,4054.441,5073.874,5.194,92.576,29.894,22,39,2025-03-15
NOLSM32518823,1,Photo,1.206,16.571,15.167,20.017,203.08,90.017,502.972,3956.953,5075.442,4.819,92.053,29.914,22,40,2025-03-15
NOLSM32518824,1,Photo,0.727,15.977,15.048,19.996,201.673,89.973,501.897,4087.853,5044.88,4.921,92.282,29.889,22,41,2025-03-15
NOLSM32518825,1,Photo,0.758,16.671,14.859,19.984,201.59,90.036,501.654,4025.472,5039.031,4.994,92.168,29.999,22,42,2025-03-15
NOLSM32518826,1,Photo,1.117,17.868,15.083,19.828,200.167,89.907,500.317,4036.892,5006.903,4.935,91.662,30.101,22,43,2025-03-15
NOLSM32518827,1,Photo,1.004,15.411,14.955,19.891,200.907,90.089,500.904,4014.135,5024.431,4.974,91.939,29.919,22,44,2025-03-15
NOLSM32518828,1,Photo,1.066,16.915,15.072,19.867,200.887,89.919,501.014,3985.78,5024.643,5.179,91.892,29.936,22,45,2025-03-15
NOLSM32518829,1,Photo,0.775,16.766,14.894,20.158,201.008,90.005,501.134,4047.663,5027.553,5.003,92.293,30.083,22,46,2025-03-15
NOLSM32518830,1,Photo,0.571,16.018,14.962,20.237,195.589,90.068,502.083,3955.276,5051.699,5.07,91.96,29.967,22,47,2025-03-15
NOLSM32518831,1,Photo,1.132,16.415,15.218,20.092,196.376,89.993,501.458,4062.803,5038.353,5.099,92.167,29.908,22,48,2025-03-15
NOLSM32518832,1,Photo,1.747,16.985,14.832,20.045,196.682,89.954,500.386,4071.59,5013.19,4.88,92.085,29.943,22,49,2025-03-15
NOLSM32518833,1,Photo,1.138,16.694,15.034,20.048,197.574,90.113,501.215,3985.665,5033.453,5.188,91.493,29.698,22,50,2025-03-15
NOLSM32518834,1,Photo,1.215,16.555,14.891,20.294,197.906,89.898,500.413,3978.632,5011.242,5.036,91.746,30.048,22,51,2025-03-15
NOLSM32518835,1,Photo,1.853,17.521,14.727,20.062,197.09,90.061,500.842,4055.885,5018.584,5.216,91.884,30.022,22,52,2025-03-15
NOLSM32518836,1,Photo,1.969,16.273,14.944,19.87,197.951,90.087,500.397,4029.132,5014.56,4.944,91.375,29.927,22,53,2025-03-15
NOLSM32518837,1,Photo,1.733,16.774,14.994,19.98,197.15,89.997,499.657,3971.209,4993.355,5.104,91.233,30.123,22,54,2025-03-15
NOLSM32518838,1,Photo,1.84,16.85,15.168,20.008,198.292,90.021,503.232,4085.124,4933.74,5.025,90.379,29.985,2,1,2025-03-15
NOLSM32518839,1,Photo,1.897,13.838,14.846,19.997,199.594,89.996,493.745,4045.129,5009.568,4.883,89.291,29.933,2,2,2025-03-15
NOLSM32518840,2,Photo,1.248,14.502,15.234,19.983,199.364,89.985,503.914,4009.945,5055.532,5.122,92.83,30.081,2,3,2025-03-15
NOLSM32518841,2,Photo,-0.08,13.56,14.937,20.17,200.894,90.012,499.785,4080.134,5004.29,4.903,91.976,29.858,2,4,2025-03-15
NOLSM32518842,3,Photo,1.101,14.875,15.08,20.061,197.3,89.838,499.297,4039.282,5119.118,4.929,91.151,30.022,2,5,2025-03-15
NOLSM32518843,3,Photo,1.631,17.629,15.112,19.948,195.851,90.06,498.672,4103.873,4976.402,4.978,90.614,30.118,2,6,2025-03-15
NOLSM32518844,1,Photo,1.191,18.86,15.038,20.195,205.535,90.062,495.436,4036.276,5079.228,5.042,94.402,29.929,2,7,2025-03-15
NOLSM32518845,1,Photo,1.285,17.82,14.875,19.945,193.212,89.884,495.885,4083.021,5024.899,4.747,93.049,30.069,2,8,2025-03-15
NOLSM32518846,1,Photo,0.861,13.022,15.08,19.741,200.904,90.081,499.319,4003.176,4996.512,5.155,92.587,30.102,2,9,2025-03-15
NOLSM32518847,2,Photo,1.464,17.583,14.933,20.001,197.963,89.958,505.414,4067.942,5103.334,4.965,94.696,30.001,2,10,2025-03-15
NOLSM32518848,2,Photo,1.403,15.55,15.044,19.9,204.099,90.122,503.312,4024.433,5011.001,5.002,89.611,29.956,2,11,2025-03-15
NOLSM32518849,2,Photo,1.776,19.281,14.925,20.063,202.205,89.885,500.247,4021.831,5107.46,4.91,92.829,30.039,2,12,2025-03-15
NOLSM32518850,3,Photo,1.367,15.335,15.216,20.106,200.711,89.872,503.691,4031.073,5017.822,5.126,90.376,30.036,2,13,2025-03-15
NOLSM32518851,3,Photo,1.542,14.853,15.017,20.107,198.593,89.996,506.033,4016.026,4899.214,5.145,93.86,30.049,2,14,2025-03-15
NOLSM32518852,3,Photo,1.133,15.541,14.867,20.03,196.784,89.915,500.109,3995.959,5040.564,4.988,92.285,30.039,2,15,2025-03-15
NOLSM32518853,1,Photo,1.752,15.25,14.942,19.95,201.898,89.927,503.155,4068.641,5097.432,5.09,93.471,29.954,2,16,2025-03-15
NOLSM32518854,1,Photo,1.275,19.434,14.881,19.848,200.395,89.865,501.274,4031.964,5025.762,4.916,92.388,29.946,2,17,2025-03-15
NOLSM32518855,1,Photo,1.063,14.016,14.968,19.971,195.729,90.147,501.858,4061.128,4970.893,5.013,91.156,30.144,2,18,2025-03-15
NOLSM32518856,2,Photo,1.593,16.058,15.043,20.216,203.823,90.082,504.909,4055.22,5070.055,4.996,93.366,30.13,2,19,2025-03-15
NOLSM32518857,2,Photo,1.795,15.535,15.324,20.011,201.92,89.867,500.57,4080.531,4922.354,4.959,92.269,29.921,2,20,2025-03-15
NOLSM32518858,2,Photo,1.507,16.306,14.985,19.975,203.399,90.018,502.632,3892.38,5020.3,5.228,92.674,29.981,2,21,2025-03-15
NOLSM32518859,3,Photo,1.013,15.417,14.876,19.972,199.792,89.904,497.512,4003.653,4987.454,5.04,89.996,30.033,2,22,2025-03-15
NOLSM32518860,3,Photo,1.075,15.852,15.093,19.949,203.112,90.113,495.513,4108.134,5063.688,4.95,92.083,29.897,2,23,2025-03-15
NOLSM32518861,3,Photo,0.999,15.136,15.237,20.134,198.085,89.924,502.197,3948.786,4974.666,5.133,91.889,29.91,2,24,2025-03-15
NOLSM32518862,1,Photo,0.75,14.986,14.888,19.923,200.91,89.959,503.218,3957.713,5089.367,4.898,95.026,30.104,2,25,2025-03-15
NOLSM32518863,1,Photo,1.265,17.769,15.21,19.851,201.786,90.022,500.56,4004.672,4966.605,4.836,91.51,30.104,2,26,2025-03-15
NOLSM32518864,1,Photo,1.412,19.391,14.94,20.072,197.878,90.161,504.683,3886.433,4933.812,4.726,92.505,29.952,2,27,2025-03-15
NOLSM32518865,2,Photo,0.891,16.821,14.967,19.827,203.195,89.957,503.045,4062.863,5078.562,5.082,92.778,30.138,22,1,2025-03-15
NOLSM32518866,2,Photo,0.885,17.031,15.013,19.958,202.259,89.772,502.331,4048.211,5060.2,4.986,92.915,29.933,22,2,2025-03-15
NOLSM32518867,2,Photo,0.451,16.485,14.889,20.07,202.71,89.923,502.698,4055.842,5069.642,5.093,92.709,29.81,22,3,2025-03-15
NOLSM32518868,3,Photo,0.982,17.096,15.123,20.044,202.908,90.134,502.805,4057.063,5071.565,4.987,93.141,30.058,22,4,2025-03-15
NOLSM32518869,3,Photo,1.023,16.49,14.88,20.086,203.305,90.048,503.31,4064.956,5081.2,5.244,92.861,29.995,22,5,2025-03-15
NOLSM32518870,3,Photo,0.252,16.747,15.026,20.222,202.726,90.076,502.853,4055.94,5069.658,5.074,92.817,29.934,22,6,2025-03-15
NOLSM32518871,1,Photo,0.977,16.611,14.974,20.005,203.477,89.913,503.311,4066.466,5083.27,5.266,92.462,29.724,22,7,2025-03-15
NOLSM32518872,1,Photo,1.01,16.405,14.962,19.791,202.115,89.95,502.373,4043.953,5055.056,5.131,92.527,29.952,22,8,2025-03-15
NOLSM32518873,1,Photo,0.367,17.313,14.982,20.063,202.608,89.984,502.563,4053.48,5067.028,5.133,92.737,29.931,22,9,2025-03-15
NOLSM32518874,2,Photo,0.753,16.358,14.982,20.095,202.521,90.1,502.412,4048.574,5060.897,5.017,92.591,29.973,22,10,2025-03-15
NOLSM32518875,2,Photo,0.977,17.279,15.083,20.079,202.494,90.076,502.501,4050.457,5063.004,5.032,93.31,30.154,22,11,2025-03-15
NOLSM32518876,2,Photo,0.296,17.312,15.063,20.217,202.89,90.034,503.069,4058.842,5073.656,5.216,92.724,30.05,22,12,2025-03-15
NOLSM32518877,3,Photo,1.258,16.56,15.158,19.933,203.0,90.014,503.045,4060.354,5075.485,5.204,92.127,29.859,22,13,2025-03-15
NOLSM32518878,3,Photo,0.559,16.059,15.072,20.047,201.765,89.928,501.695,4035.866,5044.562,5.119,92.017,29.792,22,14,2025-03-15
NOLSM32518879,3,Photo,0.833,16.834,14.883,19.998,201.53,90.165,501.485,4031.112,5039.092,5.085,92.199,30.128,22,15,2025-03-15
NOLSM32518880,1,Photo,0.927,18.079,14.939,19.905,200.263,89.845,500.247,4005.586,5006.79,5.127,91.75,30.048,22,16,2025-03-15
