No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM32520041,2,Oxidation,wet,1105.42,H2O,45.6,0.14,56,709.46,14,13,2025-03-20
NOLSM32520042,2,Oxidation,wet,1176.61,H2O,21.12,0.12,107,709.58,14,14,2025-03-20
NOLSM32520043,2,Oxidation,wet,1028.79,H2O,32.25,0.3,44,714.12,14,15,2025-03-20
NOLSM32520044,2,Oxidation,dry,1123.37,O2,29.68,0.25,99,721.68,14,16,2025-03-20
NOLSM32520045,2,Oxidation,wet,1064.65,H2O,41.44,0.08,214,701.47,14,17,2025-03-20
NOLSM32520046,3,Oxidation,wet,1103.88,H2O,40.66,0.24,152,720.64,14,18,2025-03-20
NOLSM32520047,3,Oxidation,dry,1053.85,O2,32.83,-0.03,104,710.02,14,19,2025-03-20
NOLSM32520048,3,Oxidation,dry,1028.33,O2,36.97,0.15,75,707.32,14,20,2025-03-20
NOLSM32520049,3,Oxidation,dry,1046.2,O2,36.72,0.16,118,699.56,14,21,2025-03-20
NOLSM32520050,3,Oxidation,wet,1219.32,H2O,35.88,0.27,127,689.51,14,22,2025-03-20
NOLSM32520051,3,Oxidation,wet,1139.5,H2O,38.76,0.3,100,699.64,14,23,2025-03-20
NOLSM32520052,3,Oxidation,dry,1268.99,O2,23.83,0.25,156,715.09,14,24,2025-03-20
NOLSM32520053,1,Oxidation,wet,1050.47,H2O,33.11,0.25,117,726.65,14,25,2025-03-20
NOLSM32520054,1,Oxidation,wet,1079.98,H2O,31.12,0.09,128,711.09,14,26,2025-03-20
NOLSM32520055,1,Oxidation,wet,998.85,H2O,33.42,0.29,168,714.39,14,27,2025-03-20
NOLSM32520056,2,Oxidation,dry,1102.58,O2,39.25,0.17,135,687.48,15,28,2025-03-21
NOLSM32520057,2,Oxidation,dry,1091.28,O2,35.04,0.27,93,715.0,15,29,2025-03-21
NOLSM32520058,2,Oxidation,wet,1144.1,H2O,32.16,0.18,103,695.45,15,30,2025-03-21
NOLSM32520059,2,Oxidation,wet,970.22,H2O,45.02,0.21,87,705.09,15,31,2025-03-21
NOLSM32520060,2,Oxidation,wet,977.04,H2O,43.65,0.39,103,707.03,15,32,2025-03-21
NOLSM32520061,2,Oxidation,dry,1134.69,O2,26.87,0.24,121,726.39,15,33,2025-03-21
NOLSM32520062,2,Oxidation,wet,1172.72,H2O,31.95,0.14,115,712.13,15,34,2025-03-21
NOLSM32520063,2,Oxidation,dry,983.98,O2,38.72,0.14,129,715.44,15,35,2025-03-21
NOLSM32520064,2,Oxidation,dry,1087.75,O2,32.65,-0.05,118,710.37,15,36,2025-03-21
NOLSM32520065,2,Oxidation,dry,1158.5,O2,31.82,0.14,149,703.55,15,37,2025-03-21
NOLSM32520066,2,Oxidation,dry,977.3,O2,39.55,0.17,71,704.57,15,38,2025-03-21
NOLSM32520067,2,Oxidation,dry,1003.05,O2,32.92,0.36,86,711.1,15,39,2025-03-21
NOLSM32520068,2,Oxidation,wet,1120.63,H2O,38.22,0.26,157,707.72,15,40,2025-03-21
NOLSM32520069,2,Oxidation,wet,951.21,H2O,39.94,0.29,74,717.97,15,41,2025-03-21
NOLSM32520070,2,Oxidation,wet,1047.55,H2O,35.8,0.3,112,713.46,15,42,2025-03-21
NOLSM32520071,2,Oxidation,dry,1143.24,O2,28.54,0.25,103,712.79,15,43,2025-03-21
NOLSM32520072,2,Oxidation,wet,1025.05,H2O,34.66,0.27,198,714.35,15,44,2025-03-21
NOLSM32520073,2,Oxidation,wet,1253.55,H2O,34.85,0.39,22,715.27,15,45,2025-03-21
NOLSM32520074,2,Oxidation,wet,1099.44,H2O,32.41,0.17,87,712.97,15,46,2025-03-21
NOLSM32520075,2,Oxidation,wet,1103.23,H2O,38.04,0.24,66,714.29,15,47,2025-03-21
NOLSM32520076,2,Oxidation,dry,1108.24,O2,33.74,0.25,118,710.13,15,48,2025-03-21
NOLSM32520077,2,Oxidation,dry,1259.24,O2,29.02,0.32,177,710.57,15,49,2025-03-21
NOLSM32520078,2,Oxidation,dry,1203.93,O2,49.93,0.18,70,711.6,15,50,2025-03-21
NOLSM32520079,2,Oxidation,dry,1051.44,O2,32.39,0.14,145,710.12,15,51,2025-03-21
NOLSM32520080,2,Oxidation,wet,1186.3,H2O,32.85,0.29,74,714.99,15,52,2025-03-21
NOLSM32520081,2,Oxidation,wet,926.29,H2O,36.73,0.29,75,707.51,15,53,2025-03-21
NOLSM32520082,2,Oxidation,dry,1190.65,O2,35.28,-0.05,108,700.66,15,54,2025-03-21
NOLSM32520083,1,Oxidation,dry,1083.89,O2,39.28,0.34,135,687.57,15,1,2025-03-21
NOLSM32520084,1,Oxidation,dry,1086.59,O2,35.13,0.07,93,715.05,15,2,2025-03-21
NOLSM32520085,1,Oxidation,wet,1134.32,H2O,32.0,0.26,103,695.45,15,3,2025-03-21
NOLSM32520086,1,Oxidation,wet,965.93,H2O,45.28,0.09,87,705.06,15,4,2025-03-21
NOLSM32520087,1,Oxidation,wet,974.05,H2O,43.67,0.23,103,707.04,15,5,2025-03-21
NOLSM32520088,2,Oxidation,dry,1130.78,O2,26.86,0.2,121,726.43,15,6,2025-03-21
NOLSM32520089,2,Oxidation,wet,1158.38,H2O,32.15,0.23,115,712.22,15,7,2025-03-21
NOLSM32520090,2,Oxidation,dry,979.8,O2,38.87,0.29,129,715.25,15,8,2025-03-21
NOLSM32520091,2,Oxidation,dry,1080.71,O2,34.14,0.19,118,710.33,15,9,2025-03-21
NOLSM32520092,2,Oxidation,dry,1151.92,O2,41.85,0.33,149,703.33,15,10,2025-03-21
NOLSM32520093,2,Oxidation,dry,957.75,O2,37.67,0.29,71,704.58,15,11,2025-03-21
NOLSM32520094,2,Oxidation,dry,994.61,O2,31.63,0.13,86,711.23,15,12,2025-03-21
NOLSM32520095,2,Oxidation,wet,1109.75,H2O,39.27,0.29,157,707.64,15,13,2025-03-21
NOLSM32520096,3,Oxidation,wet,946.95,H2O,30.38,0.13,74,717.96,15,14,2025-03-21
NOLSM32520097,3,Oxidation,wet,1035.88,H2O,32.6,0.22,112,719.04,15,15,2025-03-21
NOLSM32520098,3,Oxidation,dry,1123.71,O2,32.09,0.24,103,708.88,15,16,2025-03-21
NOLSM32520099,3,Oxidation,wet,1008.73,H2O,28.65,0.21,198,702.11,15,17,2025-03-21
NOLSM32520100,3,Oxidation,wet,1245.4,H2O,29.15,0.14,22,716.56,15,18,2025-03-21
NOLSM32520101,3,Oxidation,wet,1086.8,H2O,35.69,0.28,87,703.75,15,19,2025-03-21
NOLSM32520102,3,Oxidation,wet,1088.44,H2O,33.59,0.29,66,717.39,15,20,2025-03-21
NOLSM32520103,3,Oxidation,dry,1107.21,O2,32.65,0.42,118,719.11,15,21,2025-03-21
NOLSM32520104,1,Oxidation,dry,1253.1,O2,35.2,0.15,177,688.9,15,22,2025-03-21
NOLSM32520105,1,Oxidation,dry,1193.21,O2,34.4,0.22,70,709.69,15,23,2025-03-21
NOLSM32520106,1,Oxidation,dry,1045.8,O2,29.34,0.31,145,708.32,15,24,2025-03-21
NOLSM32520107,1,Oxidation,wet,1178.67,H2O,49.03,0.12,74,714.96,15,25,2025-03-21
NOLSM32520108,1,Oxidation,wet,923.67,H2O,37.14,0.18,75,707.53,15,26,2025-03-21
NOLSM32520109,1,Oxidation,dry,1171.27,O2,29.41,0.25,108,700.64,15,27,2025-03-21
NOLSM32520110,3,Oxidation,dry,991.68,O2,31.68,0.25,144,699.08,16,28,2025-03-29
NOLSM32520111,3,Oxidation,wet,1220.33,H2O,31.38,0.37,125,715.75,16,29,2025-03-29
NOLSM32520112,3,Oxidation,dry,886.76,O2,40.04,0.29,45,731.8,16,30,2025-03-29
NOLSM32520113,3,Oxidation,dry,977.33,O2,30.67,0.09,101,708.83,16,31,2025-03-29
NOLSM32520114,3,Oxidation,wet,1049.89,H2O,29.8,0.23,165,727.87,16,32,2025-03-29
NOLSM32520115,3,Oxidation,dry,1081.5,O2,33.73,0.2,191,715.66,16,33,2025-03-29
NOLSM32520116,3,Oxidation,dry,993.83,O2,31.74,0.22,145,711.34,16,34,2025-03-29
NOLSM32520117,3,Oxidation,wet,1094.42,H2O,37.39,0.3,181,700.95,16,35,2025-03-29
NOLSM32520118,3,Oxidation,dry,1004.61,O2,26.77,0.19,201,704.19,16,36,2025-03-29
NOLSM32520119,3,Oxidation,wet,1058.08,H2O,33.16,0.2,79,698.73,16,37,2025-03-29
NOLSM32520120,3,Oxidation,wet,900.97,H2O,38.18,0.18,59,689.54,16,38,2025-03-29
NOLSM32520121,3,Oxidation,dry,1019.56,O2,23.44,0.11,89,689.24,16,39,2025-03-29
NOLSM32520122,3,Oxidation,wet,1203.36,H2O,36.14,0.17,162,708.73,16,40,2025-03-29
NOLSM32520123,3,Oxidation,dry,1206.72,O2,40.88,0.44,31,704.28,16,41,2025-03-29
NOLSM32520124,3,Oxidation,wet,1056.94,H2O,33.83,0.04,119,709.12,16,42,2025-03-29
NOLSM32520125,3,Oxidation,wet,1111.31,H2O,34.51,0.17,96,705.25,16,43,2025-03-29
NOLSM32520126,3,Oxidation,wet,1185.32,H2O,33.2,0.13,154,715.34,16,44,2025-03-29
NOLSM32520127,3,Oxidation,wet,1001.25,H2O,42.86,0.24,105,713.18,16,45,2025-03-29
NOLSM32520128,3,Oxidation,dry,1098.19,O2,38.22,0.19,92,704.03,16,46,2025-03-29
NOLSM32520129,3,Oxidation,dry,1055.58,O2,37.41,0.13,101,710.06,16,47,2025-03-29
NOLSM32520130,3,Oxidation,dry,977.52,O2,28.67,0.23,157,706.41,16,48,2025-03-29
NOLSM32520131,3,Oxidation,wet,996.43,H2O,36.96,0.19,150,712.46,16,49,2025-03-29
NOLSM32520132,3,Oxidation,dry,1094.95,O2,39.84,0.12,152,704.92,16,50,2025-03-29
NOLSM32520133,3,Oxidation,dry,1126.87,O2,39.6,0.49,76,704.41,16,51,2025-03-29
NOLSM32520134,3,Oxidation,dry,1043.96,O2,38.26,0.36,72,703.91,16,52,2025-03-29
NOLSM32520135,3,Oxidation,dry,1241.12,O2,41.12,0.2,76,717.4,16,53,2025-03-29
NOLSM32520136,3,Oxidation,dry,1067.12,O2,37.73,0.25,15,713.52,16,54,2025-03-29
NOLSM32520137,1,Oxidation,dry,988.7,O2,31.76,0.32,144,699.23,16,1,2025-03-29
NOLSM32520138,1,Oxidation,wet,1219.67,H2O,31.57,0.07,125,715.81,16,2,2025-03-29
NOLSM32520139,2,Oxidation,dry,871.32,O2,40.07,0.26,45,732.04,16,3,2025-03-29
NOLSM32520140,2,Oxidation,dry,964.73,O2,30.75,0.27,101,708.98,16,4,2025-03-29
NOLSM32520141,2,Oxidation,wet,1045.02,H2O,29.69,0.25,165,727.79,16,5,2025-03-29
NOLSM32520142,2,Oxidation,dry,1070.31,O2,33.64,0.18,191,715.54,16,6,2025-03-29
NOLSM32520143,2,Oxidation,dry,979.54,O2,31.9,0.15,145,711.24,16,7,2025-03-29
NOLSM32520144,2,Oxidation,wet,1077.09,H2O,37.2,0.08,181,700.74,16,8,2025-03-29
NOLSM32520145,2,Oxidation,dry,1002.11,O2,26.29,0.28,201,704.18,16,9,2025-03-29
NOLSM32520146,2,Oxidation,wet,1053.34,H2O,32.92,0.25,79,698.89,16,10,2025-03-29
NOLSM32520147,2,Oxidation,wet,883.91,H2O,38.07,0.32,59,689.54,16,11,2025-03-29
NOLSM32520148,3,Oxidation,dry,1011.77,O2,23.84,0.27,89,689.04,16,12,2025-03-29
NOLSM32520149,3,Oxidation,wet,1196.85,H2O,36.21,0.3,162,708.73,16,13,2025-03-29
NOLSM32520150,3,Oxidation,dry,1191.15,O2,40.83,0.03,31,704.48,16,14,2025-03-29
NOLSM32520151,3,Oxidation,wet,1042.73,H2O,34.09,0.2,119,709.24,16,15,2025-03-29
NOLSM32520152,3,Oxidation,wet,1096.42,H2O,34.47,0.12,96,705.1,16,16,2025-03-29
NOLSM32520153,3,Oxidation,wet,1178.63,H2O,33.11,0.35,154,715.43,16,17,2025-03-29
NOLSM32520154,3,Oxidation,wet,984.52,H2O,42.8,0.12,105,713.3,16,18,2025-03-29
NOLSM32520155,3,Oxidation,dry,1090.94,O2,38.05,0.28,92,704.14,16,19,2025-03-29
NOLSM32520156,1,Oxidation,dry,1049.18,O2,37.51,0.22,101,710.29,16,20,2025-03-29
NOLSM32520157,1,Oxidation,dry,972.05,O2,28.71,0.1,157,706.44,16,21,2025-03-29
NOLSM32520158,1,Oxidation,wet,984.71,H2O,36.87,0.19,150,712.69,16,22,2025-03-29
NOLSM32520159,1,Oxidation,dry,1085.31,O2,39.85,0.2,152,704.93,16,23,2025-03-29
NOLSM32520160,1,Oxidation,dry,1126.01,O2,39.82,0.19,76,704.31,16,24,2025-03-29
NOLSM32520161,1,Oxidation,dry,1043.25,O2,38.4,0.23,72,703.86,16,25,2025-03-29
NOLSM32520162,1,Oxidation,dry,1223.78,O2,41.03,0.08,76,717.38,16,26,2025-03-29
NOLSM32520163,1,Oxidation,dry,1049.67,O2,37.7,0.01,15,694.09,16,27,2025-03-29
NOLSM32520164,3,Oxidation,wet,1061.23,H2O,41.01,0.17,36,712.8,17,28,2025-03-30
NOLSM32520165,3,Oxidation,dry,1209.01,O2,30.32,0.18,50,714.47,17,29,2025-03-30
NOLSM32520166,3,Oxidation,dry,1078.17,O2,34.56,0.06,152,715.38,17,30,2025-03-30
NOLSM32520167,3,Oxidation,wet,1054.25,H2O,30.02,0.32,128,713.17,17,31,2025-03-30
NOLSM32520168,3,Oxidation,dry,1065.31,O2,35.85,0.33,184,714.25,17,32,2025-03-30
NOLSM32520169,3,Oxidation,dry,1080.32,O2,38.04,0.2,87,710.2,17,33,2025-03-30
NOLSM32520170,3,Oxidation,dry,959.01,O2,34.57,0.08,135,710.61,17,34,2025-03-30
NOLSM32520171,3,Oxidation,wet,994.94,H2O,33.8,0.17,69,711.67,17,35,2025-03-30
NOLSM32520172,3,Oxidation,dry,1186.36,O2,32.72,0.13,140,709.97,17,36,2025-03-30
NOLSM32520173,3,Oxidation,wet,1032.89,H2O,31.82,0.21,156,702.51,17,37,2025-03-30
NOLSM32520174,3,Oxidation,dry,1228.4,O2,39.58,0.19,179,699.4,17,38,2025-03-30
NOLSM32520175,3,Oxidation,dry,1111.3,O2,32.99,0.16,94,732.96,17,39,2025-03-30
NOLSM32520176,3,Oxidation,dry,1194.65,O2,38.18,0.26,117,698.5,17,40,2025-03-30
NOLSM32520177,3,Oxidation,dry,1199.01,O2,39.95,0.16,127,703.1,17,41,2025-03-30
NOLSM32520178,3,Oxidation,wet,1024.35,H2O,35.7,0.18,101,705.0,17,42,2025-03-30
NOLSM32520179,3,Oxidation,dry,1279.62,O2,28.65,0.25,145,720.6,17,43,2025-03-30
NOLSM32520180,3,Oxidation,dry,1148.99,O2,34.47,0.02,103,715.95,17,44,2025-03-30
NOLSM32520181,3,Oxidation,wet,1136.57,H2O,34.91,0.3,129,716.4,17,45,2025-03-30
NOLSM32520182,3,Oxidation,dry,1097.82,O2,32.63,0.41,133,713.97,17,46,2025-03-30
NOLSM32520183,3,Oxidation,dry,1193.17,O2,37.95,0.18,146,717.1,17,47,2025-03-30
NOLSM32520184,3,Oxidation,dry,875.22,O2,33.87,0.24,56,703.94,17,48,2025-03-30
NOLSM32520185,3,Oxidation,wet,1068.0,H2O,28.99,0.12,112,699.57,17,49,2025-03-30
NOLSM32520186,3,Oxidation,dry,1031.0,O2,49.95,0.26,181,699.36,17,50,2025-03-30
NOLSM32520187,3,Oxidation,dry,1124.33,O2,32.44,-0.03,118,690.86,17,51,2025-03-30
NOLSM32520188,3,Oxidation,dry,1100.78,O2,32.82,0.14,154,715.85,17,52,2025-03-30
NOLSM32520189,3,Oxidation,wet,1092.79,H2O,36.86,0.11,168,700.44,17,53,2025-03-30
NOLSM32520190,3,Oxidation,dry,1143.5,O2,35.42,0.17,152,707.67,17,54,2025-03-30
NOLSM32520191,2,Oxidation,wet,1042.14,H2O,40.84,-0.05,36,696.54,17,1,2025-03-30
NOLSM32520192,2,Oxidation,dry,1206.36,O2,30.4,0.18,50,713.07,17,2,2025-03-30
NOLSM32520193,2,Oxidation,dry,1070.84,O2,34.59,0.29,152,705.51,17,3,2025-03-30
NOLSM32520194,2,Oxidation,wet,1037.66,H2O,30.28,0.2,128,720.92,17,4,2025-03-30
NOLSM32520195,2,Oxidation,dry,1059.92,O2,35.94,0.29,184,702.16,17,5,2025-03-30
NOLSM32520196,2,Oxidation,dry,1079.36,O2,38.22,0.26,87,726.37,17,6,2025-03-30
NOLSM32520197,2,Oxidation,dry,956.34,O2,34.81,0.08,135,698.81,17,7,2025-03-30
NOLSM32520198,2,Oxidation,wet,993.57,H2O,33.87,0.15,69,712.73,17,8,2025-03-30
NOLSM32520199,3,Oxidation,dry,1183.55,O2,33.1,0.24,140,710.44,17,9,2025-03-30
NOLSM32520200,3,Oxidation,wet,1027.87,H2O,30.84,0.12,156,702.48,17,10,2025-03-30
NOLSM32520201,3,Oxidation,dry,1210.19,O2,33.68,0.1,179,699.33,17,11,2025-03-30
NOLSM32520202,3,Oxidation,dry,1108.23,O2,40.61,0.24,94,732.87,17,12,2025-03-30
NOLSM32520203,3,Oxidation,dry,1191.03,O2,36.91,0.16,117,698.41,17,13,2025-03-30
NOLSM32520204,3,Oxidation,dry,1188.88,O2,35.37,0.09,127,703.12,17,14,2025-03-30
NOLSM32520205,3,Oxidation,wet,1011.77,H2O,34.59,0.5,101,705.06,17,15,2025-03-30
NOLSM32520206,3,Oxidation,dry,1259.86,O2,37.77,0.04,145,720.66,17,16,2025-03-30
NOLSM32520207,1,Oxidation,dry,1132.32,O2,34.56,0.09,103,715.92,17,17,2025-03-30
NOLSM32520208,1,Oxidation,wet,1130.18,H2O,33.24,0.31,129,716.75,17,18,2025-03-30
NOLSM32520209,1,Oxidation,dry,1081.42,O2,36.09,0.08,133,714.02,17,19,2025-03-30
NOLSM32520210,1,Oxidation,dry,1181.86,O2,35.66,0.15,146,717.09,17,20,2025-03-30
NOLSM32520211,1,Oxidation,dry,862.09,O2,28.94,0.32,56,703.9,17,21,2025-03-30
NOLSM32520212,1,Oxidation,wet,1067.32,H2O,40.38,0.25,112,699.46,17,22,2025-03-30
NOLSM32520213,1,Oxidation,dry,1030.37,O2,36.82,0.31,181,699.26,17,23,2025-03-30
NOLSM32520214,2,Oxidation,dry,1114.57,O2,33.55,0.32,118,690.98,17,24,2025-03-30
NOLSM32520215,2,Oxidation,dry,1096.19,O2,31.5,0.23,154,716.01,17,25,2025-03-30
NOLSM32520216,2,Oxidation,wet,1089.29,H2O,30.75,0.29,168,700.35,17,26,2025-03-30
NOLSM32520217,2,Oxidation,dry,1142.09,O2,27.17,0.09,152,707.72,17,27,2025-03-30
NOLSM32520218,3,Oxidation,dry,870.9,O2,36.72,0.05,195,688.5,18,28,2025-03-24
NOLSM32520219,3,Oxidation,dry,888.15,O2,22.26,0.27,199,690.95,18,29,2025-03-24
NOLSM32520220,3,Oxidation,dry,888.18,O2,22.25,0.02,215,704.95,18,30,2025-03-24
NOLSM32520221,3,Oxidation,dry,885.63,O2,22.24,0.14,32,708.0,18,31,2025-03-24
NOLSM32520222,3,Oxidation,dry,889.85,O2,22.28,0.41,31,712.68,18,32,2025-03-24
NOLSM32520223,3,Oxidation,dry,882.51,O2,22.24,0.1,31,712.29,18,33,2025-03-24
NOLSM32520224,3,Oxidation,dry,885.88,O2,22.22,0.22,33,712.51,18,34,2025-03-24
NOLSM32520225,3,Oxidation,dry,880.34,O2,22.12,0.21,33,713.83,18,35,2025-03-24
NOLSM32520226,3,Oxidation,dry,882.53,O2,22.26,0.29,32,713.73,18,36,2025-03-24
NOLSM32520227,3,Oxidation,dry,890.04,O2,22.27,0.2,29,712.5,18,37,2025-03-24
NOLSM32520228,3,Oxidation,dry,889.26,O2,22.21,0.17,29,712.5,18,38,2025-03-24
NOLSM32520229,3,Oxidation,dry,880.35,O2,22.29,0.22,30,712.1,18,39,2025-03-24
NOLSM32520230,3,Oxidation,dry,874.14,O2,22.21,0.27,224,713.71,18,40,2025-03-24
NOLSM32520231,3,Oxidation,dry,880.73,O2,22.24,0.08,224,713.2,18,41,2025-03-24
NOLSM32520232,3,Oxidation,dry,883.29,O2,22.23,0.36,224,713.75,18,42,2025-03-24
NOLSM32520233,3,Oxidation,dry,889.26,O2,22.22,0.32,225,714.67,18,43,2025-03-24
NOLSM32520234,3,Oxidation,dry,873.1,O2,22.03,0.14,224,713.31,18,44,2025-03-24
NOLSM32520235,3,Oxidation,dry,882.74,O2,22.07,0.31,223,712.74,18,45,2025-03-24
NOLSM32520236,3,Oxidation,dry,889.25,O2,21.99,0.12,32,713.43,18,46,2025-03-24
NOLSM32520237,3,Oxidation,dry,872.04,O2,22.16,0.46,31,713.28,18,47,2025-03-24
NOLSM32520238,3,Oxidation,dry,882.35,O2,22.34,0.24,31,714.15,18,48,2025-03-24
NOLSM32520239,3,Oxidation,dry,890.28,O2,22.24,0.43,33,713.87,18,49,2025-03-24
NOLSM32520240,3,Oxidation,dry,880.71,O2,22.01,0.34,33,715.22,18,50,2025-03-24
NOLSM32520241,3,Oxidation,dry,873.85,O2,21.98,0.25,32,713.25,18,51,2025-03-24
NOLSM32520242,3,Oxidation,dry,884.26,O2,22.11,0.53,29,712.95,18,52,2025-03-24
NOLSM32520243,3,Oxidation,dry,878.03,O2,21.96,0.39,29,714.13,18,53,2025-03-24
NOLSM32520244,3,Oxidation,dry,882.41,O2,21.89,0.04,224,713.91,18,54,2025-03-24
NOLSM32520245,2,Oxidation,dry,870.14,O2,22.2,0.1,195,688.49,18,1,2025-03-24
NOLSM32520246,2,Oxidation,dry,870.73,O2,22.16,0.31,199,690.9,18,2,2025-03-24
NOLSM32520247,2,Oxidation,dry,871.05,O2,22.27,0.22,215,704.74,18,3,2025-03-24
NOLSM32520248,2,Oxidation,dry,871.36,O2,22.29,0.18,218,708.03,18,4,2025-03-24
NOLSM32520249,3,Oxidation,dry,871.66,O2,22.32,0.14,223,712.5,18,5,2025-03-24
NOLSM32520250,3,Oxidation,dry,872.15,O2,22.25,0.25,223,712.46,18,6,2025-03-24
NOLSM32520251,3,Oxidation,dry,871.93,O2,22.27,0.12,223,712.51,18,7,2025-03-24
NOLSM32520252,3,Oxidation,dry,872.28,O2,22.27,0.16,224,713.68,18,8,2025-03-24
NOLSM32520253,3,Oxidation,dry,872.45,O2,22.21,0.0,224,713.8,18,9,2025-03-24
NOLSM32520254,3,Oxidation,dry,872.19,O2,22.26,0.03,223,712.33,18,10,2025-03-24
NOLSM32520255,3,Oxidation,dry,872.5,O2,22.1,0.22,223,712.43,18,11,2025-03-24
NOLSM32520256,3,Oxidation,dry,872.26,O2,22.25,0.16,223,712.14,18,12,2025-03-24
NOLSM32520257,1,Oxidation,dry,872.55,O2,22.01,0.33,224,713.76,18,13,2025-03-24
NOLSM32520258,1,Oxidation,dry,871.99,O2,22.09,0.26,224,713.1,18,14,2025-03-24
NOLSM32520259,1,Oxidation,dry,872.63,O2,22.26,0.16,224,713.76,18,15,2025-03-24
NOLSM32520260,1,Oxidation,dry,872.37,O2,22.2,0.22,225,714.78,18,16,2025-03-24
NOLSM32520261,1,Oxidation,dry,872.26,O2,22.02,0.1,224,713.51,18,17,2025-03-24
NOLSM32520262,1,Oxidation,dry,872.13,O2,22.18,0.28,223,712.9,18,18,2025-03-24
NOLSM32520263,1,Oxidation,dry,871.89,O2,22.1,0.27,224,713.32,18,19,2025-03-24
NOLSM32520264,1,Oxidation,dry,871.42,O2,22.13,0.23,224,713.28,18,20,2025-03-24
NOLSM32520265,2,Oxidation,dry,871.33,O2,22.15,0.24,225,714.18,18,21,2025-03-24
NOLSM32520266,2,Oxidation,dry,871.32,O2,22.12,0.42,224,713.75,18,22,2025-03-24
NOLSM32520267,2,Oxidation,dry,872.23,O2,22.06,0.25,226,715.2,18,23,2025-03-24
NOLSM32520268,2,Oxidation,dry,871.21,O2,22.15,0.43,223,713.03,18,24,2025-03-24
NOLSM32520269,2,Oxidation,dry,871.45,O2,22.03,0.15,223,713.03,18,25,2025-03-24
NOLSM32520270,2,Oxidation,dry,871.85,O2,22.04,0.28,224,713.94,18,26,2025-03-24
NOLSM32520271,2,Oxidation,dry,871.25,O2,22.21,0.13,224,713.87,18,27,2025-03-24
NOLSM32520272,1,Oxidation,dry,873.06,O2,22.07,0.28,226,715.25,19,28,2025-03-25
NOLSM32520273,1,Oxidation,dry,874.28,O2,22.3,0.29,226,715.44,19,29,2025-03-25
NOLSM32520274,1,Oxidation,dry,874.53,O2,22.23,0.16,226,715.62,19,30,2025-03-25
NOLSM32520275,1,Oxidation,dry,878.97,O2,22.27,0.13,227,716.99,19,31,2025-03-25
NOLSM32520276,1,Oxidation,dry,874.09,O2,22.15,0.27,227,716.18,19,32,2025-03-25
NOLSM32520277,1,Oxidation,dry,877.61,O2,22.19,0.23,226,715.63,19,33,2025-03-25
NOLSM32520278,1,Oxidation,dry,879.7,O2,21.93,0.16,224,713.95,19,34,2025-03-25
NOLSM32520279,1,Oxidation,dry,879.36,O2,21.99,0.18,224,713.38,19,35,2025-03-25
NOLSM32520280,1,Oxidation,dry,873.96,O2,21.82,0.01,224,713.46,19,36,2025-03-25
NOLSM32520281,1,Oxidation,dry,871.89,O2,22.06,0.14,32,714.98,19,37,2025-03-25
NOLSM32520282,1,Oxidation,dry,891.65,O2,21.86,0.33,32,713.48,19,38,2025-03-25
NOLSM32520283,1,Oxidation,dry,874.13,O2,21.95,0.2,32,713.05,19,39,2025-03-25
NOLSM32520284,1,Oxidation,dry,879.12,O2,22.08,0.2,32,715.56,19,40,2025-03-25
NOLSM32520285,1,Oxidation,dry,890.64,O2,22.17,0.17,31,715.42,19,41,2025-03-25
NOLSM32520286,1,Oxidation,dry,873.41,O2,32.8,0.38,32,714.67,19,42,2025-03-25
NOLSM32520287,1,Oxidation,dry,881.79,O2,31.74,0.12,31,716.47,19,43,2025-03-25
NOLSM32520288,1,Oxidation,dry,884.06,O2,39.67,0.14,34,716.49,19,44,2025-03-25
NOLSM32520289,1,Oxidation,dry,872.02,O2,32.83,0.26,33,716.31,19,45,2025-03-25
NOLSM32520290,1,Oxidation,dry,884.2,O2,37.97,0.23,32,709.95,19,46,2025-03-25
NOLSM32520291,1,Oxidation,dry,872.43,O2,39.93,0.18,220,709.29,19,47,2025-03-25
NOLSM32520292,1,Oxidation,dry,874.91,O2,35.87,0.23,220,710.05,19,48,2025-03-25
NOLSM32520293,1,Oxidation,dry,884.32,O2,28.62,-0.0,222,711.81,19,49,2025-03-25
NOLSM32520294,1,Oxidation,dry,881.5,O2,34.52,0.13,220,709.96,19,50,2025-03-25
NOLSM32520295,1,Oxidation,dry,891.86,O2,34.97,-0.01,32,709.28,19,51,2025-03-25
NOLSM32520296,1,Oxidation,dry,877.58,O2,32.62,0.26,32,709.09,19,52,2025-03-25
NOLSM32520297,1,Oxidation,dry,875.85,O2,37.96,0.37,32,710.67,19,53,2025-03-25
NOLSM32520298,1,Oxidation,dry,880.54,O2,33.57,0.22,32,706.89,19,54,2025-03-25
NOLSM32520299,2,Oxidation,dry,872.16,O2,22.14,0.34,226,715.18,19,1,2025-03-25
NOLSM32520300,2,Oxidation,dry,870.97,O2,22.11,0.22,226,715.26,19,2,2025-03-25
NOLSM32520301,3,Oxidation,dry,871.37,O2,22.17,0.19,226,715.38,19,3,2025-03-25
NOLSM32520302,3,Oxidation,dry,871.83,O2,22.21,0.4,227,717.1,19,4,2025-03-25
NOLSM32520303,3,Oxidation,dry,872.47,O2,22.21,0.28,227,716.15,19,5,2025-03-25
