No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM32519049,2,Implantation,7620000000000000.0,3.84e+16,2270000000000.006,3e+17,6e+17,32300.016,104.892,909.0,157,24,50,2025-03-10
NOLSM32519050,3,Implantation,1.1e+16,9.28e+16,1.04e+18,2.99e+17,6e+17,32299.748,104.553,910.0,157,24,51,2025-03-10
NOLSM32519051,1,Implantation,2800000000000000.0,1.49e+17,6020000000000000.0,3e+17,6e+17,32293.933,104.34,909.0,156,24,52,2025-03-10
NOLSM32519052,2,Implantation,1.96e+16,1.47e+17,4.11e+17,3e+17,6e+17,32044.015,103.231,923.0,155,24,53,2025-03-10
NOLSM32519053,3,Implantation,1.97e+16,2620000000000000.0,6890000000000000.0,3e+17,6e+17,32057.192,103.079,906.0,155,24,54,2025-03-10
NOLSM32519054,3,Implantation,6780000000000000.0,9.95e+16,7.23e+17,3.01e+17,6e+17,32300.925,104.115,888.0,154,4,1,2025-03-10
NOLSM32519055,3,Implantation,1.05e+16,1.09e+17,4.54e+17,2.99e+17,6e+17,33029.143,103.768,873.0,154,4,2,2025-03-10
NOLSM32519056,2,Implantation,6880000000000000.0,1.21e+17,7.21e+17,3e+17,6e+17,31635.141,104.668,914.0,155,4,3,2025-03-10
NOLSM32519057,1,Implantation,3940000000000000.0,7.71e+16,5.76e+17,3.02e+17,6e+17,33163.85,102.869,905.0,154,4,4,2025-03-10
NOLSM32519058,1,Implantation,1.18e+16,1.07e+17,7.45e+17,3.02e+17,6e+17,31931.219,103.916,884.0,156,4,5,2025-03-10
NOLSM32519059,2,Implantation,1.06e+16,4.98e+16,4.15e+17,3.02e+17,6e+17,30826.029,104.036,903.0,154,4,6,2025-03-10
NOLSM32519060,3,Implantation,1.1e+16,9.53e+16,4.36e+17,2.99e+17,6e+17,30499.798,99.278,898.0,153,4,7,2025-03-10
NOLSM32519061,2,Implantation,1.47e+16,1.43e+17,7.34e+17,3.02e+17,6e+17,30703.661,100.924,880.0,155,4,8,2025-03-10
NOLSM32519062,1,Implantation,2.11e+16,1.2e+17,1.18e+18,3.04e+17,6e+17,32324.73,103.796,872.0,153,4,9,2025-03-10
NOLSM32519063,1,Implantation,1.35e+16,1.13e+17,6.37e+17,3e+17,6e+17,31924.662,104.034,902.0,155,4,10,2025-03-10
NOLSM32519064,2,Implantation,1.03e+16,9.43e+16,3.09e+17,2.99e+17,6e+17,31500.584,101.464,888.0,154,4,11,2025-03-10
NOLSM32519065,3,Implantation,1.69e+16,-2.38e+16,9.24e+17,3.02e+17,6e+17,32179.19,103.509,890.0,158,4,12,2025-03-10
NOLSM32519066,3,Implantation,9470000000000000.0,1.05e+17,5.93e+17,3e+17,6e+17,30475.791,103.172,912.0,154,4,13,2025-03-10
NOLSM32519067,2,Implantation,9250000000000000.0,1.27e+17,4.65e+17,2.99e+17,6e+17,31478.596,100.279,899.0,153,4,14,2025-03-10
NOLSM32519068,1,Implantation,1.58e+16,1.39e+17,1.06e+18,3.01e+17,6e+17,32446.239,100.7,885.0,154,4,15,2025-03-10
NOLSM32519069,1,Implantation,1.26e+16,1.16e+17,6.68e+17,3.01e+17,6e+17,32346.07,103.392,908.0,156,4,16,2025-03-10
NOLSM32519070,3,Implantation,9160000000000000.0,1.49e+17,8.97e+17,2.98e+17,6e+17,31900.596,102.355,861.0,153,4,17,2025-03-10
NOLSM32519071,3,Implantation,1.71e+16,1.23e+17,5.05e+17,2.99e+17,6e+17,32068.15,104.796,916.0,154,4,18,2025-03-10
NOLSM32519072,2,Implantation,1.58e+16,1.02e+17,1.2e+18,3.03e+17,6e+17,31575.75,101.296,916.0,149,4,19,2025-03-10
NOLSM32519073,1,Implantation,1.88e+16,1.91e+17,6.98e+17,3.02e+17,6e+17,32022.902,104.199,907.0,155,4,20,2025-03-10
NOLSM32519074,1,Implantation,1.06e+16,1.33e+17,7.14e+17,3.01e+17,6e+17,30933.256,100.943,898.0,155,4,21,2025-03-10
NOLSM32519075,2,Implantation,9570000000000000.0,1.21e+17,5.31e+17,3.01e+17,6e+17,31425.49,101.177,877.0,155,4,22,2025-03-10
NOLSM32519076,3,Implantation,1.68e+16,1.26e+17,3.54e+17,3.01e+17,6e+17,32261.641,102.911,898.0,155,4,23,2025-03-10
NOLSM32519077,2,Implantation,1.75e+16,1.73e+17,7.73e+17,3.01e+17,6e+17,32507.361,102.687,889.0,159,4,24,2025-03-10
NOLSM32519078,1,Implantation,7300000000000000.0,5.36e+16,5.48e+17,3.01e+17,6e+17,31858.011,103.86,916.0,153,4,25,2025-03-10
NOLSM32519079,1,Implantation,7650000000000000.0,1.34e+17,9.58e+17,3e+17,6e+17,30998.014,103.764,905.0,155,4,26,2025-03-10
NOLSM32519080,2,Implantation,7700000000000000.0,1.17e+17,9.96e+17,3e+17,6e+17,31665.741,102.279,916.0,155,4,27,2025-03-10
NOLSM32519081,3,Implantation,1.48e+16,3.7e+16,249999999999999.9,3.01e+17,6e+17,32298.757,105.423,915.0,158,24,1,2025-03-10
NOLSM32519082,3,Implantation,1.54e+16,5570000000000000.0,7.82e+17,2.99e+17,6e+17,32297.663,104.145,911.0,156,24,2,2025-03-10
NOLSM32519083,2,Implantation,8280000000000000.0,2.36e+16,2740000000000000.0,3e+17,6e+17,32299.864,104.507,910.0,157,24,3,2025-03-10
NOLSM32519084,1,Implantation,5330000000000000.0,2.76e+16,2.9e+16,3e+17,6e+17,32298.457,104.264,910.0,156,24,4,2025-03-10
NOLSM32519085,1,Implantation,1.23e+16,1.17e+17,7.12e+17,3e+17,6e+17,32302.569,104.469,910.0,157,24,5,2025-03-10
NOLSM32519086,3,Implantation,4920000000000000.0,3.51e+16,4240000000000000.0,3.02e+17,6e+17,32300.416,104.282,910.0,157,24,6,2025-03-10
NOLSM32519087,3,Implantation,2.16e+16,2.02e+17,1.16e+18,3e+17,6e+17,32300.859,104.402,909.0,157,24,7,2025-03-10
NOLSM32519088,1,Implantation,6140000000000000.0,17434023167.103,510167093.389,3e+17,6e+17,32296.333,106.094,909.0,159,24,8,2025-03-10
NOLSM32519089,1,Implantation,1.52e+16,697000000000000.0,2540000000000.026,3e+17,6e+17,32303.704,105.97,910.0,159,24,9,2025-03-10
NOLSM32519090,2,Implantation,1.47e+16,9.32e+16,3.76e+17,3.02e+17,6e+17,32302.038,105.438,909.0,158,24,10,2025-03-10
NOLSM32519091,3,Implantation,1.27e+16,4.37e+16,1.65e+16,3.01e+17,6e+17,32301.018,105.639,909.0,158,24,11,2025-03-10
NOLSM32519092,3,Implantation,1.79e+16,1.41e+17,1e+18,2.99e+17,6e+17,32299.335,105.407,909.0,158,24,12,2025-03-10
NOLSM32519093,1,Implantation,1.32e+16,8.06e+16,3.39e+17,2.98e+17,6e+17,32299.592,105.196,909.0,158,24,13,2025-03-10
NOLSM32519094,1,Implantation,1.33e+16,8.59e+16,1.18e+17,2.99e+17,6e+17,32298.086,104.804,909.0,157,24,14,2025-03-10
NOLSM32519095,2,Implantation,1.14e+16,1.1e+17,6.63e+17,3.01e+17,6e+17,32301.214,104.418,909.0,157,24,15,2025-03-10
NOLSM32519096,3,Implantation,1.44e+16,1.99e+16,5.7e+17,3.01e+17,6e+17,32299.879,104.413,909.0,156,24,16,2025-03-10
NOLSM32519097,2,Implantation,1.41e+16,9.51e+16,6.14e+17,3.02e+17,6e+17,32303.479,104.386,910.0,156,24,17,2025-03-10
NOLSM32519098,1,Implantation,1.4e+16,1.11e+17,8.27e+16,3e+17,6e+17,32296.409,104.334,909.0,156,24,18,2025-03-10
NOLSM32519099,1,Implantation,1.09e+16,8490000000000000.0,35999999999999.93,3e+17,6e+17,32297.145,104.062,909.0,156,24,19,2025-03-10
NOLSM32519100,3,Implantation,1.52e+16,7.3e+16,1.69e+17,3e+17,6e+17,32297.479,104.002,909.0,156,24,20,2025-03-10
NOLSM32519101,3,Implantation,1.27e+16,3.73e+16,1.08e+16,2.99e+17,6e+17,32301.888,103.946,909.0,156,24,21,2025-03-10
NOLSM32519102,2,Implantation,1.79e+16,4.12e+16,5.38e+16,3.03e+17,6e+17,32299.776,104.156,909.0,156,24,22,2025-03-10
NOLSM32519103,1,Implantation,3980000000000000.0,3.84e+16,5.89e+16,3e+17,6e+17,32299.909,104.953,909.0,157,24,23,2025-03-10
NOLSM32519104,1,Implantation,1.91e+16,9.28e+16,1.09e+18,2.99e+17,6e+17,32299.566,104.502,910.0,157,24,24,2025-03-10
NOLSM32519105,2,Implantation,2.17e+16,1.49e+17,1.94e+17,3e+17,6e+17,32293.955,104.2,909.0,156,24,25,2025-03-10
NOLSM32519106,3,Implantation,1.58e+16,1.47e+17,1.62e+17,3e+17,6e+17,32043.948,103.207,923.0,155,24,26,2025-03-10
NOLSM32519107,3,Implantation,2280000000000000.0,2620000000000000.0,1.17e+17,3e+17,6e+17,32057.086,103.185,906.0,155,24,27,2025-03-10
NOLSM32519108,1,Implantation,8470000000000000.0,8.05e+16,3.84e+17,2.98e+17,6e+17,32034.654,104.873,896.0,158,5,28,2025-03-11
NOLSM32519109,2,Implantation,1.65e+16,1.04e+17,6.93e+17,3.01e+17,6e+17,32403.816,104.939,912.0,154,5,29,2025-03-11
NOLSM32519110,3,Implantation,1.13e+16,7.23e+16,7.26e+17,3e+17,6e+17,31560.593,105.849,875.0,154,5,30,2025-03-11
NOLSM32519111,1,Implantation,1.99e+16,9.9e+16,7.62e+17,3.02e+17,6e+17,29604.256,104.028,916.0,153,5,31,2025-03-11
NOLSM32519112,2,Implantation,1.33e+16,1.36e+17,1.09e+17,3e+17,6e+17,31732.136,103.736,880.0,156,5,32,2025-03-11
NOLSM32519113,3,Implantation,1.24e+16,1.89e+16,2.82e+17,3.01e+17,6e+17,31858.79,102.532,893.0,150,5,33,2025-03-11
NOLSM32519114,1,Implantation,8740000000000000.0,1.33e+16,3.1e+17,3e+17,6e+17,32187.094,102.538,914.0,153,5,34,2025-03-11
NOLSM32519115,2,Implantation,1.28e+16,6.2e+16,6.87e+17,3.02e+17,6e+17,30856.614,103.261,877.0,156,5,35,2025-03-11
NOLSM32519116,3,Implantation,9600000000000000.0,3.85e+16,4.08e+17,2.98e+17,6e+17,32041.846,103.952,917.0,154,5,36,2025-03-11
NOLSM32519117,1,Implantation,1.38e+16,8.86e+16,7.73e+17,3.01e+17,6e+17,31289.602,103.081,912.0,154,5,37,2025-03-11
NOLSM32519118,2,Implantation,1.3e+16,3.71e+16,1e+18,3.01e+17,6e+17,32524.642,101.202,903.0,154,5,38,2025-03-11
NOLSM32519119,3,Implantation,1.28e+16,6.14e+16,6.9e+17,2.99e+17,6e+17,32057.658,101.338,910.0,162,5,39,2025-03-11
NOLSM32519120,1,Implantation,6990000000000000.0,1.25e+17,2.2e+17,3.03e+17,6e+17,32900.766,103.517,913.0,156,5,40,2025-03-11
NOLSM32519121,2,Implantation,1.26e+16,7.82e+16,1.23e+17,3.01e+17,6e+17,31640.42,105.185,918.0,153,5,41,2025-03-11
NOLSM32519122,3,Implantation,3990000000000000.0,1.2e+17,1.21e+17,2.99e+17,6e+17,31856.886,102.551,883.0,156,5,42,2025-03-11
NOLSM32519123,1,Implantation,1970000000000000.0,1.16e+17,8.71e+17,2.99e+17,6e+17,32050.486,101.867,894.0,155,5,43,2025-03-11
NOLSM32519124,2,Implantation,1.63e+16,2.13e+17,4.6e+17,3.02e+17,6e+17,31711.092,105.372,930.0,152,5,44,2025-03-11
NOLSM32519125,3,Implantation,1.17e+16,5.35e+16,8.55e+17,3.01e+17,6e+17,31155.396,104.11,888.0,153,5,45,2025-03-11
NOLSM32519126,1,Implantation,4150000000000000.0,8.83e+16,8.99e+17,3e+17,6e+17,31707.248,104.059,903.0,153,5,46,2025-03-11
NOLSM32519127,2,Implantation,6970000000000000.0,1.18e+17,7.58e+17,3e+17,6e+17,31921.385,103.127,889.0,156,5,47,2025-03-11
NOLSM32519128,3,Implantation,1.1e+16,1.5e+17,1.82e+17,3e+17,6e+17,31234.326,103.467,883.0,153,5,48,2025-03-11
NOLSM32519129,1,Implantation,1.29e+16,5.57e+16,7.69e+17,3e+17,6e+17,30801.732,104.829,932.0,157,5,49,2025-03-11
NOLSM32519130,2,Implantation,1.33e+16,8.73e+16,8.71e+17,3.01e+17,6e+17,33283.142,100.862,896.0,154,5,50,2025-03-11
NOLSM32519131,3,Implantation,1.52e+16,9.85e+16,7.52e+17,2.99e+17,6e+17,31856.222,101.96,914.0,153,5,51,2025-03-11
NOLSM32519132,1,Implantation,7860000000000000.0,6.5e+16,5.64e+17,3.01e+17,6e+17,31565.982,104.206,904.0,158,5,52,2025-03-11
NOLSM32519133,2,Implantation,1.07e+16,9.39e+16,2.81e+17,3e+17,6e+17,32130.981,105.284,879.0,155,5,53,2025-03-11
NOLSM32519134,3,Implantation,1.21e+16,9.47e+16,4.77e+17,3e+17,6e+17,32248.572,100.572,921.0,156,5,54,2025-03-11
NOLSM32519135,1,Implantation,2e+16,8460000000000000.0,9.62e+16,2.99e+17,6e+17,32055.008,102.888,909.0,154,25,28,2025-03-11
NOLSM32519136,2,Implantation,1.29e+16,1270000000000000.0,6.58e+17,3e+17,6e+17,32052.233,101.879,915.0,153,25,29,2025-03-11
NOLSM32519137,3,Implantation,7340000000000000.0,734000000000000.0,6.48e+17,2.99e+17,6e+17,32045.584,102.127,915.0,153,25,30,2025-03-11
NOLSM32519138,1,Implantation,7360000000000000.0,205000000000000.0,561000000000000.0,3e+17,6e+17,32045.085,101.654,914.0,153,25,31,2025-03-11
NOLSM32519139,2,Implantation,1.19e+16,946000000000000.0,3.01e+17,2.98e+17,6e+17,32045.74,101.034,902.0,152,25,32,2025-03-11
NOLSM32519140,3,Implantation,4190000000000000.0,3699999999999.928,36561499.362,3e+17,6e+17,32060.036,100.559,919.0,151,25,33,2025-03-11
NOLSM32519141,1,Implantation,7580000000000000.0,125000000000000.2,5419999999999.971,3e+17,6e+17,32050.352,103.259,923.0,155,25,34,2025-03-11
NOLSM32519142,2,Implantation,1.02e+16,449000000000.061,2.24e+17,2.98e+17,6e+17,32054.335,103.624,910.0,155,25,35,2025-03-11
NOLSM32519143,3,Implantation,4080000000000000.0,1110000000000000.0,1800000000000000.0,3e+17,6e+17,32044.75,103.64,906.0,156,25,36,2025-03-11
NOLSM32519144,1,Implantation,4590000000000000.0,242999999999999.84,177000000000.002,3.01e+17,6e+17,32040.657,102.637,906.0,154,25,37,2025-03-11
NOLSM32519145,2,Implantation,1.61e+16,1.02e+17,421216908.168,3e+17,6e+17,32043.789,103.356,907.0,155,25,38,2025-03-11
NOLSM32519146,3,Implantation,5060000000000000.0,150000000000000.12,1119999999999.94,3e+17,6e+17,32055.873,104.157,890.0,156,25,39,2025-03-11
NOLSM32519147,1,Implantation,8130000000000000.0,2.02e+16,4.48e+17,3e+17,6e+17,32051.206,104.514,861.0,157,25,40,2025-03-11
NOLSM32519148,2,Implantation,2.06e+16,1030000000000000.0,1400000000000000.0,3.01e+17,6e+17,32044.617,104.757,865.0,157,25,41,2025-03-11
NOLSM32519149,3,Implantation,1.21e+16,8.15e+16,9.08e+17,3.02e+17,6e+17,32039.665,104.792,865.0,157,25,42,2025-03-11
NOLSM32519150,1,Implantation,1.81e+16,5.5e+16,7.86e+17,3e+17,6e+17,32041.21,104.066,865.0,156,25,43,2025-03-11
NOLSM32519151,2,Implantation,2440000000000000.0,5.16e+16,2.9e+17,3.01e+17,6e+17,32043.869,104.173,865.0,156,25,44,2025-03-11
NOLSM32519152,3,Implantation,1.05e+16,2960000000000000.0,2940000000000000.0,3e+17,6e+17,32040.721,103.545,869.0,155,25,45,2025-03-11
NOLSM32519153,1,Implantation,6910000000000000.0,5260000000000000.0,8210000000000000.0,2.98e+17,6e+17,32047.583,104.221,865.0,156,25,46,2025-03-11
NOLSM32519154,2,Implantation,9000000000000000.0,1280000000000000.0,1.84e+17,2.99e+17,6e+17,32043.532,104.513,865.0,157,25,47,2025-03-11
NOLSM32519155,3,Implantation,6770000000000000.0,6.76e+16,638999999999999.9,2.99e+17,6e+17,32469.831,104.279,865.0,156,25,48,2025-03-11
NOLSM32519156,1,Implantation,1.15e+16,2.07e+16,5.88e+17,2.99e+17,6e+17,32466.204,104.546,866.0,157,25,49,2025-03-11
NOLSM32519157,2,Implantation,4770000000000000.0,5100000000000000.0,5.09e+16,3.01e+17,6e+17,32467.904,104.537,863.0,157,25,50,2025-03-11
NOLSM32519158,3,Implantation,5880000000000000.0,2.08e+16,2.62e+16,3.01e+17,6e+17,32471.993,104.595,866.0,157,25,51,2025-03-11
NOLSM32519159,1,Implantation,1.75e+16,1.74e+17,4.08e+16,2.99e+17,6e+17,32471.388,105.159,861.0,158,25,52,2025-03-11
NOLSM32519160,2,Implantation,2.09e+16,1.52e+16,42100000000000.125,2.99e+17,6e+17,32468.192,104.911,861.0,158,25,53,2025-03-11
NOLSM32519161,3,Implantation,2440000000000000.0,4190000000000000.0,1.33e+17,2.99e+17,6e+17,32469.291,105.269,860.0,158,25,54,2025-03-11
NOLSM32519162,3,Implantation,8470000000000000.0,8.05e+16,3.84e+17,2.98e+17,6e+17,32034.51,104.875,896.0,158,5,1,2025-03-11
NOLSM32519163,2,Implantation,1.65e+16,1.04e+17,6.93e+17,3.01e+17,6e+17,32403.823,105.112,912.0,154,5,2,2025-03-11
NOLSM32519164,1,Implantation,1.13e+16,7.23e+16,7.26e+17,3e+17,6e+17,31560.759,105.982,875.0,154,5,3,2025-03-11
NOLSM32519165,1,Implantation,1.99e+16,9.9e+16,7.62e+17,3.02e+17,6e+17,29604.103,104.297,916.0,153,5,4,2025-03-11
NOLSM32519166,2,Implantation,1.33e+16,1.36e+17,1.09e+17,3e+17,6e+17,31732.046,103.526,880.0,156,5,5,2025-03-11
NOLSM32519167,3,Implantation,1.24e+16,1.89e+16,2.82e+17,3.01e+17,6e+17,31858.733,102.765,893.0,150,5,6,2025-03-11
NOLSM32519168,3,Implantation,8740000000000000.0,1.33e+16,3.1e+17,3e+17,6e+17,32187.043,102.345,914.0,153,5,7,2025-03-11
NOLSM32519169,2,Implantation,1.28e+16,6.2e+16,6.87e+17,3.02e+17,6e+17,30856.573,103.31,877.0,156,5,8,2025-03-11
NOLSM32519170,1,Implantation,9600000000000000.0,3.85e+16,4.08e+17,2.98e+17,6e+17,32041.992,103.981,917.0,154,5,9,2025-03-11
NOLSM32519171,1,Implantation,1.38e+16,8.86e+16,7.73e+17,3.01e+17,6e+17,31289.627,102.983,912.0,154,5,10,2025-03-11
NOLSM32519172,2,Implantation,1.3e+16,3.71e+16,1e+18,3.01e+17,6e+17,32524.702,101.406,903.0,154,5,11,2025-03-11
NOLSM32519173,3,Implantation,1.28e+16,6.14e+16,6.9e+17,2.99e+17,6e+17,32057.612,101.365,910.0,162,5,12,2025-03-11
NOLSM32519174,3,Implantation,6990000000000000.0,1.25e+17,2.2e+17,3.03e+17,6e+17,32900.499,103.58,913.0,156,5,13,2025-03-11
NOLSM32519175,2,Implantation,1.26e+16,7.82e+16,1.23e+17,3.01e+17,6e+17,31640.402,105.009,918.0,153,5,14,2025-03-11
NOLSM32519176,1,Implantation,3990000000000000.0,1.2e+17,1.21e+17,2.99e+17,6e+17,31856.761,102.397,883.0,156,5,15,2025-03-11
NOLSM32519177,1,Implantation,1970000000000000.0,1.16e+17,8.71e+17,2.99e+17,6e+17,32050.537,101.977,894.0,155,5,16,2025-03-11
NOLSM32519178,2,Implantation,1.63e+16,2.13e+17,4.6e+17,3.02e+17,6e+17,31710.903,105.155,930.0,152,5,17,2025-03-11
NOLSM32519179,3,Implantation,1.17e+16,5.35e+16,8.55e+17,3.01e+17,6e+17,31155.436,104.256,888.0,153,5,18,2025-03-11
NOLSM32519180,3,Implantation,4150000000000000.0,8.83e+16,8.99e+17,3e+17,6e+17,31707.348,104.254,903.0,153,5,19,2025-03-11
NOLSM32519181,2,Implantation,6970000000000000.0,1.18e+17,7.58e+17,3e+17,6e+17,31921.399,103.025,889.0,156,5,20,2025-03-11
NOLSM32519182,1,Implantation,1.1e+16,1.5e+17,1.82e+17,3e+17,6e+17,31234.442,103.382,883.0,153,5,21,2025-03-11
NOLSM32519183,1,Implantation,1.29e+16,5.57e+16,7.69e+17,3e+17,6e+17,30801.524,104.486,932.0,157,5,22,2025-03-11
NOLSM32519184,2,Implantation,1.33e+16,8.73e+16,8.71e+17,3.01e+17,6e+17,33282.868,100.903,896.0,154,5,23,2025-03-11
NOLSM32519185,3,Implantation,1.52e+16,9.85e+16,7.52e+17,2.99e+17,6e+17,31855.912,102.022,914.0,153,5,24,2025-03-11
NOLSM32519186,3,Implantation,7860000000000000.0,6.5e+16,5.64e+17,3.01e+17,6e+17,31565.925,104.163,904.0,158,5,25,2025-03-11
NOLSM32519187,2,Implantation,1.07e+16,9.39e+16,2.81e+17,3e+17,6e+17,32131.121,105.225,879.0,155,5,26,2025-03-11
NOLSM32519188,1,Implantation,1.21e+16,9.47e+16,4.77e+17,3e+17,6e+17,32248.611,100.602,921.0,156,5,27,2025-03-11
NOLSM32519189,2,Implantation,1.87e+16,8460000000000000.0,12300000000000.023,2.99e+17,6e+17,32055.053,103.029,909.0,154,25,1,2025-03-11
NOLSM32519190,1,Implantation,3390000000000000.0,1270000000000000.0,2.01e+17,3e+17,6e+17,32052.296,102.186,915.0,153,25,2,2025-03-11
NOLSM32519191,1,Implantation,1.36e+16,734000000000000.1,2.31e+17,2.99e+17,6e+17,32045.703,102.074,915.0,153,25,3,2025-03-11
NOLSM32519192,2,Implantation,4900000000000000.0,204999999999999.9,5.08e+16,3e+17,6e+17,32045.079,101.72,914.0,153,25,4,2025-03-11
NOLSM32519193,3,Implantation,2970000000000000.0,946000000000000.0,5.78e+16,2.98e+17,6e+17,32045.597,101.26,902.0,152,25,5,2025-03-11
NOLSM32519194,3,Implantation,7790000000000000.0,3700000000000.09,36561499.638,3e+17,6e+17,32060.013,100.366,919.0,151,25,6,2025-03-11
NOLSM32519195,2,Implantation,4190000000000000.0,124999999999999.9,5419999999999.812,3e+17,6e+17,32050.295,103.169,923.0,155,25,7,2025-03-11
NOLSM32519196,1,Implantation,9040000000000000.0,449000000000.271,2.24e+17,2.98e+17,6e+17,32054.146,103.579,910.0,155,25,8,2025-03-11
NOLSM32519197,1,Implantation,1.47e+16,1110000000000000.0,1800000000000000.0,3e+17,6e+17,32044.587,103.734,906.0,156,25,9,2025-03-11
NOLSM32519198,2,Implantation,6590000000000000.0,243000000000000.1,177000000000.047,3.01e+17,6e+17,32040.587,102.7,906.0,154,25,10,2025-03-11
NOLSM32519199,3,Implantation,1.15e+16,1.02e+17,421216908.304,3e+17,6e+17,32043.766,103.354,907.0,155,25,11,2025-03-11
NOLSM32519200,3,Implantation,1.69e+16,150000000000000.06,1120000000000.08,3e+17,6e+17,32055.866,104.29,890.0,156,25,12,2025-03-11
NOLSM32519201,2,Implantation,1.11e+16,2.02e+16,4.48e+17,3e+17,6e+17,32051.114,104.345,861.0,157,25,13,2025-03-11
NOLSM32519202,1,Implantation,1.75e+16,1030000000000000.0,1400000000000000.0,3.01e+17,6e+17,32044.593,104.509,865.0,157,25,14,2025-03-11
NOLSM32519203,1,Implantation,1.62e+16,8.15e+16,9.08e+17,3.02e+17,6e+17,32039.47,104.741,865.0,157,25,15,2025-03-11
NOLSM32519204,2,Implantation,2.12e+16,5.5e+16,7.86e+17,3e+17,6e+17,32041.206,103.987,865.0,156,25,16,2025-03-11
NOLSM32519205,3,Implantation,7160000000000000.0,5.16e+16,2.9e+17,3.01e+17,6e+17,32043.634,104.074,865.0,156,25,17,2025-03-11
NOLSM32519206,3,Implantation,1.41e+16,2960000000000000.0,2940000000000000.0,3e+17,6e+17,32040.595,103.569,869.0,155,25,18,2025-03-11
NOLSM32519207,2,Implantation,6130000000000000.0,5260000000000000.0,8210000000000000.0,2.98e+17,6e+17,32047.625,104.284,865.0,156,25,19,2025-03-11
NOLSM32519208,1,Implantation,9000000000000000.0,1280000000000000.0,1.84e+17,2.99e+17,6e+17,32043.524,104.762,865.0,157,25,20,2025-03-11
NOLSM32519209,1,Implantation,6770000000000000.0,6.76e+16,639000000000000.1,2.99e+17,6e+17,32469.927,104.161,865.0,156,25,21,2025-03-11
NOLSM32519210,2,Implantation,1.15e+16,2.07e+16,5.88e+17,2.99e+17,6e+17,32466.081,104.78,866.0,157,25,22,2025-03-11
NOLSM32519211,3,Implantation,4770000000000000.0,5100000000000000.0,5.09e+16,3.01e+17,6e+17,32467.774,104.435,863.0,157,25,23,2025-03-11
NOLSM32519212,3,Implantation,5880000000000000.0,2.08e+16,2.62e+16,3.01e+17,6e+17,32472.239,104.63,866.0,157,25,24,2025-03-11
NOLSM32519213,1,Implantation,1.75e+16,1.74e+17,4.08e+16,2.99e+17,6e+17,32471.509,105.186,861.0,158,25,25,2025-03-11
NOLSM32519214,1,Implantation,2.09e+16,1.52e+16,42099999999999.99,2.99e+17,6e+17,32468.092,105.064,861.0,158,25,26,2025-03-11
NOLSM32519215,3,Implantation,2440000000000000.0,4190000000000000.0,1.33e+17,2.99e+17,6e+17,32469.164,105.114,860.0,158,25,27,2025-03-11
NOLSM32519216,1,Implantation,8060000000000000.0,1.28e+17,1.71e+17,3.02e+17,6e+17,31195.102,102.011,885.0,152,6,28,2025-03-12
NOLSM32519217,2,Implantation,1.65e+16,7.79e+16,1.03e+18,3.01e+17,6e+17,31469.139,105.044,913.0,154,6,29,2025-03-12
NOLSM32519218,3,Implantation,1e+16,1.48e+17,7.89e+17,2.98e+17,6e+17,32246.941,104.836,907.0,154,6,30,2025-03-12
NOLSM32519219,1,Implantation,1.15e+16,8.37e+16,5.17e+17,2.98e+17,6e+17,31801.635,103.682,866.0,153,6,31,2025-03-12
NOLSM32519220,2,Implantation,7360000000000000.0,9.35e+16,6.66e+17,3.02e+17,6e+17,32290.49,104.603,907.0,161,6,32,2025-03-12
NOLSM32519221,3,Implantation,5580000000000000.0,8.8e+16,3.94e+17,2.99e+17,6e+17,32537.039,102.801,899.0,156,6,33,2025-03-12
NOLSM32519222,1,Implantation,1.17e+16,1.05e+17,2.54e+17,2.99e+17,6e+17,30799.808,103.052,882.0,152,6,34,2025-03-12
NOLSM32519223,2,Implantation,1.14e+16,1.22e+17,4.95e+17,2.99e+17,6e+17,30537.24,104.39,880.0,159,6,35,2025-03-12
NOLSM32519224,3,Implantation,7620000000000000.0,1.17e+17,9.12e+17,2.98e+17,6e+17,33254.88,104.182,909.0,156,6,36,2025-03-12
NOLSM32519225,1,Implantation,1.51e+16,8.7e+16,8.44e+17,3.02e+17,6e+17,32529.376,103.574,920.0,150,6,37,2025-03-12
NOLSM32519226,2,Implantation,1.08e+16,1.26e+17,3.85e+17,3.01e+17,6e+17,31724.053,102.826,913.0,159,6,38,2025-03-12
NOLSM32519227,3,Implantation,1.18e+16,6.74e+16,7.6e+17,3e+17,6e+17,32187.968,102.532,892.0,148,6,39,2025-03-12
NOLSM32519228,1,Implantation,1.53e+16,1.38e+17,5.63e+17,3e+17,6e+17,32482.028,103.602,879.0,154,6,40,2025-03-12
NOLSM32519229,2,Implantation,1.14e+16,1.45e+17,4.62e+17,3.01e+17,6e+17,32373.136,100.886,921.0,152,6,41,2025-03-12
NOLSM32519230,3,Implantation,1.27e+16,1.48e+17,3.75e+17,2.99e+17,6e+17,31400.608,100.576,882.0,155,6,42,2025-03-12
NOLSM32519231,1,Implantation,1.52e+16,1.76e+17,5.12e+17,3.02e+17,6e+17,30763.864,99.54,895.0,156,6,43,2025-03-12
NOLSM32519232,2,Implantation,1.73e+16,8.09e+16,5.51e+17,2.99e+17,6e+17,32021.844,102.632,909.0,153,6,44,2025-03-12
